arm,candidate_index,candidate_id,state_sha256,phase,root_cell,root_x_m,root_y_m,root_z_m,root_vx_mps,root_vy_mps,root_vz_mps,roll_deg,pitch_deg,yaw_deg,root_wx_degps,root_wy_degps,root_wz_degps,steering_deg,hip_deg,knee_deg,steering_rate_degps,hip_rate_degps,knee_rate_degps,rearwheel_tangent_mps,frontwheel_tangent_mps,label,novel_positive
late_checkpoint_128000,47,pi7_causal_downstream_000047,40364612aead9f91456ed2612fada4ba5ce4ec820f1ce0eb06674443bf8a2008,downstream,f298f519a9df7a6ddfe1f9ec0019380f76bfddc8c77a1274879825fd493f857b,3.782043218612671,0.03146315738558769,0.659114420413971,1.8362536430358887,0.11345928907394409,-0.666588544845581,-7.06163131199153,-14.95404063967637,-25.4818995242891,-10.029905692373822,-127.31796363870427,-28.862948507842766,40.3683441081213,-67.1178101056141,132.79992810806985,25.957481657567723,-79.67950470631887,236.20329576429512,0.8886153316497803,0.17867051124572755,1,True
late_checkpoint_128000,48,pi7_causal_downstream_000048,dc04e3161b804522419923260778bec2ffe2f4962d2d2347bcd96bc952d7c3dc,downstream,6f9e0e7b4e334f83a5770eea9c1805ba47229f6ae2339dd385538306d1044efa,3.8562450408935547,0.031520772725343704,0.592303991317749,1.913185715675354,-0.11660449951887131,-2.5647339820861816,-7.0409877702323955,-14.981114947474222,-26.619942417731618,-3.3892779640476083,108.64398739126845,-26.907253612603846,39.11931765988483,-69.5420559779159,126.93942089452382,15.539573409012988,-13.984858429378006,-487.04849537310326,0.6003277587890625,-0.04215162813663483,1,True
late_checkpoint_128000,49,pi7_causal_downstream_000049,81bd254fdda3defd1949d5c87d7ed302b0fcbaa89f6981c851dc9fc3bf5f2593,downstream,f50d20d265365fc1ab59b6c034d6ba0d4d59d007e8f57ea39749c1e797b1f196,3.894329309463501,0.029328633099794388,0.5389953255653381,1.9153460264205933,-0.10568522661924362,-2.7008397579193115,-6.859759529132527,-12.310906292259366,-27.519357790448833,0.18165547104182111,119.83941193153888,-28.474520772386022,38.37059573816261,-70.04817299541384,116.70277049861559,18.998294119795528,2.4519247870264493,-493.480675759801,0.5866446685791016,-0.05367060840129853,1,True
late_checkpoint_128000,50,pi7_causal_downstream_000050,751f057554afa59728e6e5070daaaedc1c36770e6d82d98b986918639d82e9fb,downstream,3f1447e3af7f37759d866e26fe2488f84134d541da18105fbb8344b64420e3e4,3.9318594932556152,0.028544599190354347,0.4897802770137787,1.8747334480285645,-0.009869671426713467,-2.341811180114746,-6.680019408899583,-11.007986154456198,-28.29005009451599,2.3831400863293664,-0.7988096732574732,-31.760437697167237,36.8092827957894,-70.2795251629805,110.18597089829053,32.11643057180289,19.314605302900695,-201.70071811538077,0.7340113258361817,0.058948099017143256,1,True
late_checkpoint_128000,51,pi7_causal_downstream_000051,0d65dd5fe8768dcf712500ceb8a22625f55cdd2e9c753bab749a1c002d8f641b,downstream,93891ac999a78ede05e5d3b4d39d9a72a19ba3a03b22ffd5e20b8fa0e40985f4,4.005658149719238,0.029843704774975777,0.39595744013786316,1.8507894277572632,0.03861552104353905,-2.466386079788208,-6.298966468255257,-12.250422510349411,-29.476130847903196,4.847776709174855,-64.59169196184156,-33.5766601295545,33.351055566174395,-70.08435250744739,106.10981645446446,36.71989952521603,29.17106175639663,-53.8669835686009,0.8119702529907228,0.11587746858596804,1,True
late_checkpoint_128000,52,pi7_causal_downstream_000052,2698a22e294226807fb795e494702c79ac79898afc9a1d1a8ee874f444d81ecf,downstream,e4fef0c5c8118b986839971ba403beb1e8f80b08d2b77000a52b4d9da521347d,4.042245388031006,0.031001411378383636,0.34567686915397644,1.841001033782959,0.05189986154437065,-2.6007440090179443,-6.072581135179034,-13.364501420368088,-30.032265855915966,5.69690155792261,-74.8659903604549,-33.881873962805685,30.78435243835364,-69.99676216153115,105.3955699125779,51.687699015787025,26.68727029491066,-22.845321330177047,0.8245320892333985,0.12250095129013062,1,True
late_checkpoint_128000,53,pi7_causal_upstream_000053,fd6469ff8c7af9b6bfb5dba61bb239158552da4fcb72d2aee7858ce92e79170a,upstream,987dccf419cbe9835a05b7882b6e600abfb70bf675916de1cedf458cba33b8e7,2.8068978786468506,-0.0057691847905516624,0.11807894706726074,1.484657645225525,0.10430662333965302,0.05918080732226372,-1.5923184673045838,-0.09174784950013505,-1.8422601399183651,12.659656588875668,18.563352796090992,83.93144772881354,16.062967390016478,-65.85451880729605,132.6638297586682,54.32433645051954,239.07115559300007,-403.8646050187584,0.4440316247940064,1.5457050704956057,1,True
late_checkpoint_128000,54,pi7_causal_upstream_000054,3b7dacd6e9368043e26a6dd56a3457ddc58735c727985749a04269ee2bb8d843,upstream,59f446eb5e929997050b988bb6b7ec9c2cb33bc33c6fd4dd67016624ad9b3065,2.825974225997925,-0.004773860331624746,0.11861477792263031,0.6263480186462402,-0.0014954484067857265,-0.04958494380116463,-1.6006849035836017,-0.030662716992302972,-1.1571679338956875,-10.685628612130786,-15.360079452719637,-0.55575813869451,-5.63630326583261,-56.634828937289356,122.0937158671016,-149.98260768231427,613.9636281149385,-672.2237210558,-0.17872395038604738,0.7038918781280519,1,True
late_checkpoint_128000,55,pi7_causal_upstream_000055,ed1e0928dcee607f825726823794b03bf580d35ad2609c074392129bcd8dd451,upstream,3f1f7fe21e372e7782da653e60439f592d43c0922cf7995103277fed7722c665,2.8911569118499756,-0.0021789611782878637,0.19818468391895294,1.2177186012268066,0.11066187173128128,2.8380603790283203,-2.5271279413658205,28.78007222414081,-2.214176270632557,-10.850551213603561,818.2753499650967,16.187707134828422,-2.4947739787845244,-45.900059675401266,37.70538995451673,-74.1444833274806,-412.5285633771362,-1214.9929543193805,-1.8295668411254884,-1.251187915802002,1,True
late_checkpoint_128000,56,pi7_causal_upstream_000056,afa1769f4a2f81e8ad5775dfe5a940ed2f537b52c62f95f9658e655619a4309c,upstream,55dfc671e27323fc510115fd5cbef2083226068639b8394554f8ba0485ff5836,2.9657366275787354,0.0025967636611312628,0.3197474777698517,2.359130859375,0.12064679712057114,3.0739951133728027,-3.0864550653066845,37.3684854192433,-2.9382567367030057,2.0213872277892806,-480.193498956025,-17.40953576978991,28.704399326639262,-61.62811386210805,44.96620889132045,105.60016822916563,-217.40697033825685,1447.7462395716323,-0.24314613580703737,0.24894840478897098,1,True
