candidate_id,state_sha256,trajectory_id,phase,x_m,z_m,bank_success,status,forward_trajectory_landed,pi_0,pi_1,pi_2,pi_3
pi2_causal_upstream_000097,8c82534b7906c65306b248a07b896e6a084e210c7f82bddf48c9dc48131becf7,dense_v1_train_x2.85_family4/variant_4,upstream,3.0970144271850586,0.485037624835968,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000098,357e129041e46fde5c6fb93cb68529b59ea64bcc5c332983548dcfbe88c8d08d,dense_v1_train_x2.85_family4/variant_4,upstream,3.1521034240722656,0.5235264897346497,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000099,7899a423a9532fbe898c0177f77b14aeca53a11f7090ab9e5cffbdd880cd1998,dense_v1_train_x2.85_family4/variant_4,upstream,3.178907632827759,0.5325179696083069,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000100,b32d46cd805c164f5d6b547191f21739b88b9082c08daf11f9b3e4a8e9abc28e,dense_v1_train_x2.85_family4/variant_4,upstream,3.231767177581787,0.5520385503768921,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000101,d9eb6ba7a47f3054c1cfa00a692d1420c5c457822253df25f846bbbd67f62cc7,dense_v1_train_x2.85_family4/variant_4,upstream,3.2925994396209717,0.576809287071228,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000102,8d387b02dc6d2d9c46b7cc73e8438e06f3832c762ff91623b834467fb4ad2629,dense_v1_train_x2.85_family4/variant_4,upstream,3.3550190925598145,0.5978510975837708,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000103,076e5005484944d541a99c27515363293021990517a80643ba4eaa40d219f127,dense_v1_train_x2.85_family4/variant_4,upstream,3.3873372077941895,0.6061979532241821,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000104,c22031383e4f707c3aeee27d6574483fc1ddfead63b268510512a95b4fdf56dd,dense_v1_train_x2.85_family4/variant_4,upstream,3.458089590072632,0.634602963924408,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000105,668328a1284afef2e398ee1b4a3f64b038b029abc94b9fdac76b811aaa42662d,dense_v1_train_x2.85_family4/variant_4,upstream,3.4948861598968506,0.6601401567459106,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000106,056b5ca6f14de7ad761452fd9396cecee59b99633519c8c7b4c11ce8a24474e5,dense_v1_train_x2.85_family4/variant_4,upstream,3.5316684246063232,0.6863545775413513,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000107,54abaa5d5b78c099f7beb3af24b2f73bd13595c040ce551f6fe91ebf8bc0c325,dense_v1_train_x2.85_family4/variant_4,upstream,3.600682497024536,0.714188814163208,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000108,cc9b9cab64efc3ab6cc4f997a5def061ae066d6aa80c0014629ce78b933ba006,dense_v1_train_x2.85_family4/variant_4,downstream,3.6332380771636963,0.7127934694290161,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000109,9c8294564f4c6f8f357fb2d7fa3d3ad861fd4387f3d33a3de77f64a516a304f1,dense_v1_train_x2.85_family4/variant_4,downstream,3.6961748600006104,0.6832704544067383,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000110,74a68de94b4be2230405166c6dde3edb6bdee1dcadf3ccdae9e9b89b3e941727,dense_v1_train_x2.85_family4/variant_4,downstream,3.7270102500915527,0.6575891375541687,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000111,cb14be179c34298086320b74771a2139b1ec6bd5dda6a500c426ee46c4331675,dense_v1_train_x2.85_family4/variant_4,downstream,3.7881009578704834,0.5891737341880798,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000112,dcfa5e347f666e6702170f136d4206a8a5006d17b887c235f5ace7897ba5cf1d,dense_v1_train_x2.85_family4/variant_4,downstream,3.84833025932312,0.4982493817806244,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000113,a039a7e71ffea1e8f5d060b8b84494dda3340c9f6bb3bd0b0e63d4eef3780f7c,dense_v1_train_x2.85_family4/variant_4,downstream,3.8772165775299072,0.44029539823532104,True,all_succeed,True,1,1,1,1
pi2_causal_downstream_000114,8be08537980c5acd5909f35dac8ec38147137d2d933547821c9ea2b23d9f09a5,dense_v1_train_x2.85_family4/variant_4,downstream,3.933673620223999,0.3054213225841522,True,all_succeed,True,1,1,1,1
pi2_causal_upstream_000115,27497e67a8908583ad53c0b165c134faa3e792589948d3de6fa93adab2206d2a,dense_v1_train_x2.95_family0/variant_0,upstream,2.8382415771484375,0.11753108352422714,True,all_succeed,True,1,1,1,1
