candidate_id,phase,state_sha256,snapshot_context_sha256,parent_group_id,root_cell,full_cell,trajectory_id,trajectory_step,frontwheel_tangent_mps,hip_deg,hip_rate_degps,knee_deg,knee_rate_degps,pitch_deg,rearwheel_tangent_mps,roll_deg,root_vx_mps,root_vy_mps,root_vz_mps,root_wx_degps,root_wy_degps,root_wz_degps,root_x_m,root_y_m,root_z_m,steering_deg,steering_rate_degps,yaw_deg,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,union
pi3_causal_upstream_000000,upstream,a403051154916be2e39a7d7552992a2ac554479ee3c8c397986284ae1725dacd,55d898bad00e05d05a31f6d3810d506139b70a7a5987749fc9b379796b53a308,dense_v1_train_x2.88_family0,f9039d657f357b8878e185089ffa914858d04ea2be1a6ac613feeeec72fb4ced,cdf8995c5969869370bb91771a99c8db23fd59356a7751e9de0534989dea8a87,dense_v1_train_x2.88_family0/variant_0,7,1.8402658843994142,-71.77284357216625,34.26748253768251,140.5687355342041,-223.38786646611356,0.0809709038157514,0.018141720294952396,-0.0673714528340702,1.8532180786132812,0.04361661151051521,0.025560040026903152,5.399507010610615,9.340496279630354,19.455138152621,2.7773704528808594,0.00033122769673354924,0.11899401992559433,0.7261442511730596,73.54518886932534,0.8412231177556182,1,1,1,1,1,1,1
pi3_causal_upstream_000001,upstream,6ee416c661797fa6d4604050288663af0fd21d1fe56e10bcdfb625e4049f89ec,cc64bf63eafc0066f563d8c0ce65d3304f10b26ff4f83271f05875d8df00a076,dense_v1_train_x2.88_family0,6c44b0504cd9c7b0e6631ce20daf1127d1b70eab733bcbef1954d4eab0c1143e,664c57f2af8fd3fe58624df7364666969ab3f39ded92901be3ac27ff528c48cf,dense_v1_train_x2.88_family0/variant_0,9,1.0055386352539064,-63.937120782733395,434.3784478150337,124.47523890614495,-589.3729800084117,-0.3656576398435599,0.3645759344100952,0.05688754620611694,1.0058242082595825,0.004226467106491327,0.07531342655420303,-0.4549440662974457,27.045611047073503,-3.737613556293439,2.8468880653381348,0.0017295416910201311,0.11737385392189026,-3.3972667240555845,39.96984355118608,1.2166536848432654,1,1,1,1,1,1,1
pi3_causal_upstream_000002,upstream,f330a4fb0002664806bacf87fbe8f8d09c6008178e504c8cbd348141d256ba96,8b6fe6605ac909de7d5a6af3c18432b727e54e794f0d5cdc4487f6748c688a14,dense_v1_train_x2.88_family0,b19dc45dcba9b62a08c33d9993fb601982e5c9bcd22b7dbc6b5203e2b615343f,b418c25acac6a6396686870001d0f6342b7e75160d97ad9a8b0d398204854e73,dense_v1_train_x2.88_family0/variant_0,12,-1.1149695777893067,-46.23523413344672,-233.4517950382905,68.4041396320026,-1301.3417357690557,14.534499705969218,-1.0143023204803467,0.11381339939987334,0.7553219199180603,0.029265759512782097,1.887202501296997,0.21530865351590697,712.2386301951298,21.314023654111452,2.8839707374572754,0.002197524067014456,0.1583792120218277,-4.586749504098594,21.59858641040711,1.2329988085003956,1,1,1,1,1,1,1
pi3_causal_upstream_000003,upstream,c16acb33362bb64c066518a1fec94306e64baa0a836ebd2f70202fe116257c3d,4d5111fe47a4a498fa2caed1b45822e8a25626062df5c6b0b87ee598b10e10a7,dense_v1_train_x2.88_family0,a560687dfeca4b4467db1287c7f6a3ffe570ca8c94473830eb658e2ad427cc53,f770995c8ec74bf21938b3ba44be03b81c09260ecd1e52eb330ca65aa085f77b,dense_v1_train_x2.88_family0/variant_0,14,-0.2996798896789551,-60.02072446359393,-274.9005794504594,48.93793657292618,418.0756058889137,33.712262903100815,-0.19839644670486453,0.34226633779458737,1.690875768661499,0.040928035974502563,3.187972068786621,-1.4068481075716706,44.45039983539025,6.120389935049502,2.933966875076294,0.003552783280611038,0.2725406885147095,2.8062551509294353,-85.91997534339271,2.0305257343953005,1,1,1,1,1,1,1
pi3_causal_upstream_000004,upstream,44959df7e4053c1e2a96c93e60eaac251016eb6cc5942010a7b0240d1a78fe85,a8a6689af80a507c63b19b32d0cb92bef02fe7e1921281a03d2b62039e956894,dense_v1_train_x2.88_family0,32fd34076c42a4183a8d9fb76d32740ad675a8cd73f24c8804eb70a14ddc6006,3ef16b97a7d2bb078ea26b23fc7d0834ec768a0028f3f14d044517333c371ee3,dense_v1_train_x2.88_family0/variant_0,16,-0.1569509220123291,-65.04801007010094,-35.369069107400506,76.16531773683394,202.9503012240346,26.058894406605706,0.3833312368392945,0.3548987193390566,1.6191926002502441,0.0419740304350853,2.5110554695129395,0.14847682663249248,-59.83428078982009,5.0043126921205,3.006532907485962,0.005342472344636917,0.39723777770996094,32.62504402344247,-102.97814739925694,1.8858492330197851,1,1,1,1,1,1,1
pi3_causal_upstream_000005,upstream,7cf63a30208c868b11ce214d9de0bf87b10ad038d7a2286118bb4b99aea7c4da,2cf514cb1cbc3bba00694ec34a5e3749c3c043fc4d05819225ed64db64965c9d,dense_v1_train_x2.88_family0,dc26e330489dd528764e6975b4a92ae82c9ef509e3b33db212bfcf14e6ff4254,1339155b3e43c2bdf00db08ffe3a68c673bc68a1db69340ff8aeba74a6998861,dense_v1_train_x2.88_family0/variant_0,17,-0.23774007081985477,-62.51282143511063,157.08406464540323,73.06915883512131,-347.2438121202135,25.361793983922816,0.2835349273681641,0.4123377968771995,1.380401611328125,0.04118594899773598,1.5403530597686768,-0.29065072268238545,21.881689213767675,7.75377759486563,3.035806655883789,0.006180342752486467,0.43442487716674805,33.964481685722404,-38.5945644712365,2.0085985474695285,1,1,1,1,1,1,1
pi3_causal_upstream_000006,upstream,1296cd9c63a77203c6fd87b6b67d67c545a85be211948e03234881a7884e7d5f,644c8fe1c8bb55a9da10f84d96347561398722c1fb4760eb8799c38f2218c5f6,dense_v1_train_x2.88_family0,00084089a7ce371b4d9a3f5ae77de5341d526f0f8754e42062cffe0c03d88658,bf235749547d08e2ae5ba228459702370ba475726ad1df45b3523f91af9721a2,dense_v1_train_x2.88_family0/variant_0,19,-0.0797063136100769,-47.72196482517798,446.47255449534856,47.74843180821178,-546.6010240294711,24.159877372031424,0.47335499286651617,0.5378097447158846,1.3260852098464966,0.03886166960000992,0.9075010418891907,-0.48214273334608276,-133.50066453577816,6.994670797397236,3.086489677429199,0.007751834113150835,0.47352200746536255,35.0304010075946,4.531493700600014,2.361815360842432,1,1,1,1,1,1,1
pi3_causal_upstream_000007,upstream,cb9de4bfc9da5d52a19d57d15e096243e031579442c2a185f7005be26fa2193e,6620bdd91f6191b2516fb4f1518b1012faba4ade73ed0f59cc170c7140fd9e91,dense_v1_train_x2.88_family0,c37b95c8baf2c6462615747688d51a3f41089f08c03cc0a7d7264b22b1839bea,399b0791764a91f3d5140fe8866316aecfcef8447e11df47e9539a7aff896989,dense_v1_train_x2.88_family0/variant_0,21,-0.015837993919849396,-27.356943022273732,520.6287106161208,24.702144114538154,-548.0062944700662,17.15026618813407,0.5543551778793335,0.6054938862377851,1.371738314628601,0.03697127476334572,0.7681794166564941,0.10055561243598138,-199.76593042919126,6.859606794767996,3.1398003101348877,0.009264113381505013,0.5053975582122803,37.92877470641658,-32.28658082931166,2.561727304866112,1,1,1,1,1,1,1
pi3_causal_upstream_000008,upstream,0ae69ee3efea6c57f1189ed1c1e02684f6bc9b9e205d29c117b9c0b50287c53a,8eecede6f7c2bb4aa56fa064c58c4f184dfa94c67558532c691a294ca296dd68,dense_v1_train_x2.88_family0,5ed352650adf8f99b7d5fc33e215bac20d24ccdc0701b932d3ca5c67fad48ece,227bf649bcd974a81795c4a60e14f5cdde1ac71ba798930aa79e03e0256f2be3,dense_v1_train_x2.88_family0/variant_0,23,-0.030421131849288942,-12.479728915570023,376.3910706673526,9.938685954687363,-317.03585251572804,11.04345238455533,0.5287633037567139,0.6725602963921291,1.4972038269042969,0.03770359978079796,0.7882996201515198,0.5863498622959095,-178.82925594370278,6.049838349791502,3.197510242462158,0.010736585594713688,0.5390443801879883,39.67420564315125,4.7191966905020735,2.775870283346084,1,1,1,1,1,1,1
pi3_causal_upstream_000009,upstream,1f5463bfbb4f75c54cb57926f3f5834e243afc2cff912fead1e739e8b0013cd6,8dab0f8f40135910c0a12467bf5bb4877bc62f7582e0bc9576c6d19ac7da1bc5,dense_v1_train_x2.88_family0,69c31bed126157acf06b40e95560eca43a2215b8fcd219c05cb8d3fd19edf493,9451ab9d74c756b415eb8ac66a9f70b077e07a62a3c2ac2efaeccdd3d578ff5a,dense_v1_train_x2.88_family0/variant_0,24,-0.005111558288335801,-8.150165915800027,380.9930882055671,7.657793800233088,-264.3555596739035,8.428279872134292,0.5596879768371582,0.7008636898758654,1.5481452941894531,0.03919845446944237,0.7119052410125732,0.664315991423929,-204.17140244384947,4.6646213445995555,3.2287099361419678,0.011516495607793331,0.5557306408882141,40.13253182702661,7.750136250264367,2.8677299960010125,1,1,0,1,0,0,1
