time,step,roll_angle,pitch_angle,yaw_angle,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,hip_position,knee_position,hip_velocity,knee_velocity,hip_torque,knee_torque,steering_torque,rearwheel_torque,action_hip,action_knee,action_steering,action_rearwheel,total_reward,roll_reward,pitch_reward,yaw_reward,speed_reward,position_reward,height_reward,survival_reward,raw_roll_reward,raw_pitch_reward,raw_yaw_reward,raw_speed_reward,roll_deviation,pitch_deviation,yaw_deviation,cumulative_reward
0.022,11,-0.011052722883072392,-0.7521486988877949,-0.5778127515869845,1.5755706913205554,-5.2453866330181774e-05,0.251702579902713,3.521418652943032,-0.01748235504377183,0.163669328151107,-1.1698546123070679,2.4789913571935758,-2.151882944449431,-0.5145972423855698,-22.41689897305281,7.715390438170232,-4.0,-12.0,-1.0,1.0,-1.0,0.35527426,10.076748622376906,3.991157821693542,3.899713506814961,0.1961479149894201,0.2997248710207759,0.0,0.0,1.5,0.9977894554233855,0.9749283767037402,0.9807395749471005,0.9990829034025863,0.011052722883072392,0.7521486988877949,0.5778127515869845,110.99576504847892
0.024,12,-0.01805472272816099,-0.5960436464063695,-0.5930689085484047,1.5823989133508232,-8.650339836201554e-05,0.25199577867082434,3.306305314715558,-0.01643011620626572,0.1288944893200113,-1.1699908392767184,2.4763067871116835,2.0205532592115434,-2.174029107059389,180.0,-180.0,0.2041896568681334,-12.0,1.0,-0.85619843,0.16141586,-0.09606808,10.055847340148174,3.9855562218174714,3.920527513812484,0.19604620727634398,0.27831323178455064,0.0,0.0,1.5,0.9963890554543678,0.980131878453121,0.9802310363817198,0.9277107726151688,0.01805472272816099,0.5960436464063695,0.5930689085484047,121.05161238862709
0.026000000000000002,13,-0.023385364405736523,-0.45263898715447737,-0.609885181538145,1.589059884045901,-0.000119442913860291,0.2522899219715152,3.3485652653431157,-0.011871467009496662,0.16559684915328923,-1.1671841806418106,2.472339712465926,0.908484345647246,-1.7940877023914574,-36.104588903970864,15.60878811296027,4.0,12.0,-1.0,1.0,1.0,1.0,9.990692424755496,3.981291708475411,3.9396481350460695,0.19593409878974571,0.28655128258269014,0.0,0.0,1.5,0.9953229271188527,0.9849120337615174,0.9796704939487285,0.9551709419423005,0.023385364405736523,0.45263898715447737,0.609885181538145,131.0423048133826
0.028,14,-0.02412858697094466,-0.2909529988070855,-0.6183009838890671,1.5957842856821163,-0.00014090812681475062,0.252662969975831,3.3752857330271184,-0.009767042976223642,0.2063652389151586,-1.1660857050137583,2.4691382464131304,0.20948309929894626,-1.4136228764000753,-31.10557606313094,14.502496018772092,-4.0,12.0,-1.0,0.70296425,-1.0,1.0,10.109178084375271,3.9806971304232444,3.9612062668257217,0.19587799344073956,0.2908114671167288,0.0,0.0,1.5,0.9951742826058111,0.9903015667064304,0.9793899672036978,0.9693715570557627,0.02412858697094466,0.2909529988070855,0.6183009838890671,141.15148289775786
0.03,15,-0.02667026020921311,-0.12127924044782101,-0.6178925276256416,1.6025602744120528,-0.00015938159468356942,0.25311551726255693,3.4009356277234732,-0.008929094612982053,0.24838094948383405,-1.1663279676864173,2.4666761069905587,-0.4645670699287373,-1.0426366864830152,-27.830264956999912,13.240465099374319,-4.0,12.0,-1.0,0.6081296,-1.0,1.0,10.181868179189133,3.9786637918326293,3.983829434606957,0.19588071648249572,0.2941691596831842,0.0,0.0,1.5,0.9946659479581573,0.9959573586517393,0.9794035824124786,0.9805638656106139,0.02667026020921311,0.12127924044782101,0.6178925276256416,151.333351076947
0.032,16,-0.021747174458447045,0.02597493565049484,-0.6035081685739987,1.609357616644405,-0.00015788623101675928,0.2535057676701842,3.398262286095938,0.010270197075805617,0.1464238381210516,-1.1663056829671414,2.46316577275232,0.4339281539116874,-2.449161726827481,-24.41156157632966,-180.0,4.0,12.0,-1.0,-0.6772541,1.0,1.0,10.088028792756107,3.9826022604332425,3.9965366752466007,0.19597661220950668,0.29385350175394165,0.0,0.0,1.5,0.9956505651083106,0.9991341688116502,0.9798830610475334,0.9795116725131389,0.021747174458447045,0.02597493565049484,0.6035081685739987,161.42137986970312
0.034,17,-0.009293882811659653,0.1491834556202384,-0.5759009310066308,1.616179640790206,-0.00013680399361842822,0.25381958926920334,3.4234490542284606,0.010732473585250325,0.16682303593452924,-1.165898208403386,2.458277328884269,-0.01679135948127869,-2.441200878851071,-28.908494639386987,-32.31119311481291,-3.5085732620399837,-12.0,-1.0,-0.06490478,-0.24361031,0.38270593,10.190004790201844,3.9925648937506724,3.980108872583968,0.1961606604599558,0.2965044954548202,0.0,0.0,1.5,0.9981412234376681,0.995027218145992,0.980803302299779,0.988348318182734,0.009293882811659653,0.1491834556202384,0.5759009310066308,171.61138465990496
0.036000000000000004,18,-9.486116890074263e-05,0.2815294428760292,-0.5431194467428162,1.6230543831781754,-0.00011715104924713403,0.25420681314398197,3.450598119871143,0.008751146450684106,0.21908440130314885,-1.166673526879674,2.4538526804454808,-0.7395536381190821,-1.9911975987998205,-24.803270303959863,20.550538617401514,-4.0,-12.0,-0.9033426,1.0,-1.0,-0.04630231,10.142832215134755,3.9999241110648796,3.9624627409498627,0.19637920368838124,0.29853924049448016,0.0,0.0,1.5,0.9999810277662199,0.9906156852374657,0.9818960184419061,0.9951308016482672,9.486116890074263e-05,0.2815294428760292,0.5431194467428162,181.7542168750397
0.038,19,0.006710395342651135,0.1998602394180031,-0.5089938788146722,1.6296588721546492,-9.753968804130774e-05,0.25431794542596237,3.153290878668946,0.010798045277986296,-0.10771290385058609,-1.1591860958815903,2.447093284688172,8.21747634916984,-4.774323049752557,180.0,-180.0,0.062186654737147906,12.0,1.0,-1.0,0.15715127,1.0,9.657969670101002,3.994631683725879,3.9733519680775995,0.19660670747456888,0.23589057801527083,0.0,0.0,1.5,0.9986579209314698,0.9933379920193999,0.9830335373728443,0.7863019267175695,0.006710395342651135,0.1998602394180031,0.5089938788146722,191.4121865451407
0.04,20,0.020383179681420126,-0.0563789559375282,-0.46812322853834826,1.636052117295668,-6.174662360878535e-05,0.25418841720231466,3.2416771254056926,0.020907479815067655,-0.027237471697640417,-1.1451665575076158,2.438304264331658,5.7202392992169235,-4.036731672229644,-69.25015303278798,34.45295831112844,4.0,12.0,-1.0,1.0,1.0,1.0,9.715786918909645,3.983693456254864,3.9924828058749964,0.196879178476411,0.2625183697488649,0.0,0.0,1.5,0.995923364063716,0.9981207014687491,0.984395892382055,0.8750612324962164,0.020383179681420126,0.0563789559375282,0.46812322853834826,201.12797346405037
0.042,21,0.039965949603056834,-0.17995682189707696,-0.41559141116011045,1.642627241793913,-1.080263224905622e-05,0.2541879092170378,3.330543201559474,0.0300386867204906,0.02491041062684437,-1.1365352246689313,2.430854365026605,3.0002848062668814,-3.424854058727549,-59.5678754578183,32.52280549481662,-4.0,-12.0,-1.0,1.0,-0.7830519,-1.0,9.923620637965232,3.9680272403175545,3.9760057570803897,0.19722939059226596,0.28325605075840765,0.0,0.0,1.5,0.9920068100793886,0.9940014392700974,0.9861469529613297,0.9441868358613589,0.039965949603056834,0.17995682189707696,0.41559141116011045,211.0515941020156
