candidate_id,phase,state_sha256,snapshot_context_sha256,parent_group_id,root_cell,full_cell,trajectory_id,trajectory_step,frontwheel_tangent_mps,hip_deg,hip_rate_degps,knee_deg,knee_rate_degps,pitch_deg,rearwheel_tangent_mps,roll_deg,root_vx_mps,root_vy_mps,root_vz_mps,root_wx_degps,root_wy_degps,root_wz_degps,root_x_m,root_y_m,root_z_m,steering_deg,steering_rate_degps,yaw_deg,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,union
pi4_causal_upstream_000000,upstream,eca9a9bbd56c3b2b72bbfdb377d9f75549711f7218a6928ffcacde5485486171,978b63784bbc896b15a0830763cd15f32009d5c2ca36a9ad1bc2162d4da7091a,dense_v1_train_x2.88_family0,90db4b737e10bd0dcd3dc33880c2162a4ed5f37e7518e64efd0632422033128a,e268a4433d6098a701402db7ba350ec2470a01a90633b452d51755dfb0a9f206,dense_v1_train_x2.88_family0/variant_0,7,1.8735996246337892,-71.88948271262255,91.16769847517271,142.58929673599064,-163.0404813752746,0.25082355910809573,0.9214412498474122,-0.18530060486599445,1.808483600616455,0.04835715889930725,-0.06928578019142151,7.774128143497683,-29.344347070734436,22.26445984504436,2.7749946117401123,-0.0002697657037060708,0.11889705061912537,3.971480514135145,32.68356166915655,-0.5057437611736753,1,1,0,1,1,1,1
pi4_causal_upstream_000001,upstream,b9da5da82c2064d8c8cca4d65af2ef0862ba8928aa790f0b6cf2a5fb57128c51,af366c1698b32d2bc3e5c36bb6a93fc1c5899011a6716ab34ab5fed11a7ae87d,dense_v1_train_x2.88_family0,10775d564459fb2bf8a5f91588d74316d32f90ff6e17ea9956729e11b4df3a13,c10eb65ab288d94030a7c79f8968fc06ef6211eb6f02e358b6453c523eb0d88f,dense_v1_train_x2.88_family0/variant_0,8,1.7320575332641603,-69.6903325546077,178.91848553501984,138.04544508874795,-312.29012779737644,0.12510116190531462,1.5177865409851075,-0.08950774321008848,1.6724207401275635,0.03585963323712349,-0.06746400892734528,3.9341356010744537,-27.59885978493912,19.4405830194997,2.808779716491699,0.00048226056969724596,0.11892069876194,3.3346187348843466,12.774353394286754,-0.10859117952645114,1,1,0,1,1,1,1
pi4_causal_upstream_000002,upstream,a0724e30620f16411722e6f7af79d29521b2ca486dab16dcf597c50a423f144a,1c0cf16a445bea717330bf240244ccd503220ca53efb59860c9cf4f7f6e27161,dense_v1_train_x2.88_family0,e3373f49980b59c0d25bd93943cb7d7fd2c92ab2892362b1a5291db17bbb3906,cde1c2f421c51373a022a57348c6e89ba877fc5e6471ecee7d30db8993dc894f,dense_v1_train_x2.88_family0/variant_0,9,0.8728355979919434,-62.568330382495326,460.66298283572377,129.75895030466177,-500.71171507182345,-0.20463672511139444,0.7308989048004151,-0.10551496392570851,0.8634015321731567,-0.0026298752054572105,0.07776586711406708,-4.303734639423592,9.517903613132265,-5.918699571500903,2.8337910175323486,0.000763382762670517,0.11791273206472397,-4.368612045028605,90.54848035520853,-0.00791327979113958,1,1,0,1,1,1,1
pi4_causal_upstream_000003,upstream,071ae04344ee2640600f5f0b52b63e6eb3767f68b2c2531d38bf7ed23788397a,588968d50b73a7ca79c0f730c9290de4e5d230f2e9b8040219c4bfa20cf4688e,dense_v1_train_x2.88_family0,406af4929660adbbf6f06345ad071f27a974024b93456864e711a47df889dc90,aa3faaff8600f8bca3778deadc562507a3349c212b91ce4419c8fa1838b5c334,dense_v1_train_x2.88_family0/variant_0,13,-1.0718036365509034,-37.55470232104791,-324.526520978481,52.64839927349517,-1352.8723984905405,17.95466861033717,-0.935250177383423,-0.3660400133710492,0.8854458332061768,0.07841981947422028,2.1216797828674316,-1.6063898430177717,793.2174076363143,55.664187339244265,2.88596248626709,0.0010914575541391969,0.1670987457036972,-15.395502521302616,65.20524785498381,-0.19733514198618257,1,1,1,1,1,1,1
pi4_causal_upstream_000004,upstream,c5c063ffa16759780a01772b99d43410f421db861e858aee868dc24b8f600242,7e799daca8f0cae541321a35160410a9c84c15bac6a287ae081a8fb77f88724d,dense_v1_train_x2.88_family0,f49fb0321df4d6ebc252aed537f156529fdb92f9eba947245152d369d23b6308,9263326cb156705f1e774b4ee00c87bd76d33f1f74af63c2879e2c7706124790,dense_v1_train_x2.88_family0/variant_0,15,0.031077121496200566,-56.371282673069835,-363.3520209757448,43.77258893763111,987.5356338250167,36.20454272507038,0.20735060691833498,0.10173270833026615,2.176466464996338,0.0781480073928833,3.1780216693878174,-9.121709952589212,-142.0025015240165,23.46315121419243,2.9496872425079346,0.0038578961975872517,0.28642895817756653,2.5453916569498425,61.51262219343231,1.5859537050383004,1,1,1,1,1,1,1
pi4_causal_upstream_000005,upstream,776d1fc778691213b1c4f2dae5fc9f7712c7f13e632f0f58a6fda68cffbe4a97,fa8c66ddcca9dc38834d9f61ceb92d5978cfc50995cb53fa76cb0e09a7f76abe,dense_v1_train_x2.88_family0,defe64f60671227d45dbfa3e7f6e8467db47a997e69d8f025e6acab54113f0c8,93dcaa3eb8fdfd6a80470e6039e6af52958add7382bd5d815744341ad12eb669,dense_v1_train_x2.88_family0/variant_0,16,0.39725765705108645,-61.07997752083619,-112.19347277838399,68.9443188028914,1249.5988454096805,28.909742413030063,0.5976558017730713,0.19531134794229757,2.383341073989868,0.09020525962114334,3.445239543914795,-2.5945641097754684,-461.49003678194225,14.379674099256007,2.9963219165802,0.005592758301645517,0.3535231947898865,22.378143221137343,212.32580136938762,1.8876649804087957,1,1,1,1,1,1,1
pi4_causal_upstream_000006,upstream,b3e946f7c492ccad9967de709530c84f8281885e7c97386ee3a54e050bd54f32,1c7ec280e9e1ea9f56d5e27d556d76c1011609c1694d9c67cda97090fd9c56cb,dense_v1_train_x2.88_family0,73e9b854e216ff08a146ce9790b96d04cbe5b54338aaf9103e649561c3bfe38e,3ec50b474f5c431290c2852ce6363f5603efb02f871545c8b021b0810e789ec8,dense_v1_train_x2.88_family0/variant_0,17,0.025584630966186527,-63.04895030382161,-77.02946644043479,84.67178559332956,394.76982564829297,23.40838408208758,0.19049745082855227,0.3100877378423024,1.9656094312667847,0.08747553080320358,2.5763816833496094,-1.3634592241474588,-128.21506800505043,21.26702853752718,3.0395619869232178,0.007366867270320654,0.41453564167022705,33.79686542839571,-59.60655545270269,2.2199710408616875,1,1,1,1,1,1,1
pi4_causal_upstream_000007,upstream,136a44c344a940adfed9600035371577f982646f51168d0b345a69ff5c2dd47d,b52d7130672e59c310e959a2a25f537591f4328c75c7c78130bd0862d3c9feec,dense_v1_train_x2.88_family0,b3260126b030cd5ab13e182201f31418272d9a7cae26a3031edeb2992003b52e,a763feaea495b91ed36eb3cd79765a389e1e05ef3a26d2be0c6f9391be1fabb6,dense_v1_train_x2.88_family0/variant_0,18,-0.17354667901992799,-64.48997678472173,-49.3057798257718,86.28896948311348,-140.37691650155347,23.388561627176742,0.5896816539764405,0.4815251049070377,1.675610065460205,0.08369134366512299,1.6942518949508667,-1.9077491016995471,72.96083886507408,25.28341882611563,3.0753300189971924,0.009072897955775261,0.4563601016998291,35.274477817585,-32.18119442551295,2.7251009881598436,1,1,1,1,1,1,1
pi4_causal_upstream_000008,upstream,62e6424fd1ace739b0a05a0405f6ced6f10a3e9990030ad39409d1586d5f6b8f,200b2e5023c7f0aa791fb5cce3f77209ff3d3c47e47de50dd00ee4645a481337,dense_v1_train_x2.88_family0,6a68665a7b1f6f2aede1ceff7bd6199e21da92d90d87fff5970d8b166c0cffd6,ddb3bbe13d9534b56de4c7a92a201f09893a8047be035c7678ed65249260b076,dense_v1_train_x2.88_family0/variant_0,20,0.04359004139900208,-52.55260245529116,501.10655464736357,62.00242871919226,-653.5858286977493,23.31279431042441,0.8570080661773682,0.8288397420099507,1.4747657775878906,0.07616335153579712,0.3725881278514862,-4.59794759924283,-145.82997561035157,28.269087465172255,3.1339399814605713,0.012231850996613503,0.48356950283050537,33.913449927338654,24.187627671908388,3.9237097033662987,1,1,1,1,1,1,1
pi4_causal_upstream_000009,upstream,d4b5bbc7860e90e1a45743e5dc735535d309d9cd5a3ffd1e1441f246c573d803,ea3969449837bee4ac1b5fda02edb4eeca1218c54717a1595ff1413869fe4c0f,dense_v1_train_x2.88_family0,3782a9bba08e7eb0efe9912044f0128787dbff14f115e61e6185f73a8f874176,fc5e9920f7c0a05929b7561d77028d34fe4bfb51b58171e5def82687ae575f5c,dense_v1_train_x2.88_family0/variant_0,22,0.056213219165802006,-30.757847889279404,512.7098439339213,31.035259437514057,-665.1129477146831,17.88011434742936,0.8730915451049805,1.0937777373697568,1.5127248764038086,0.06112220883369446,0.4231523871421814,-5.040908845693429,-159.01632516159984,37.448673879467215,3.1913671493530273,0.014886894263327122,0.49529579281806946,33.374998794309874,-3.2100685278218717,5.272590289864545,1,1,1,1,1,1,1
