stage,tick,episode,x,z,base_action_0,requested_delta_0,effective_delta_0,action_0,base_action_1,requested_delta_1,effective_delta_1,action_1,base_action_2,requested_delta_2,effective_delta_2,action_2,base_action_3,requested_delta_3,effective_delta_3,action_3
initial,47,0,4.1717119216918945,0.3014746904373169,0.5158944129943848,0.0,0.0,0.5158944129943848,-0.4364411532878876,0.0,0.0,-0.4364411532878876,-0.3591139316558838,0.0,0.0,-0.3591139316558838,-0.17978592216968536,0.0,0.0,-0.17978592216968536
batch_0001,0,0,2.539795160293579,0.14856070280075073,-0.8977648019790649,-0.004752495791763067,-0.004752516746520996,-0.9025173187255859,-0.4166301488876343,0.11321023851633072,0.11321023106575012,-0.30341991782188416,-0.5685432553291321,-0.04571658372879028,-0.04571658372879028,-0.6142598390579224,0.9489665031433105,0.008012478239834309,0.008012473583221436,0.956978976726532
batch_0001,0,1,2.539825677871704,0.148507758975029,-0.8977648019790649,0.01564793474972248,0.015647947788238525,-0.8821168541908264,-0.4166301488876343,0.11928635090589523,0.11928635835647583,-0.29734379053115845,-0.5685432553291321,0.007352132815867662,0.007352113723754883,-0.5611911416053772,0.9489665031433105,0.017762023955583572,0.01776200532913208,0.9667285084724426
batch_0001,1,0,2.579850673675537,0.1425614058971405,-0.6513452529907227,-0.08877773582935333,-0.08877772092819214,-0.7401229739189148,-0.9117856025695801,0.11808047443628311,0.1180804967880249,-0.7937051057815552,-0.160191610455513,0.05593336001038551,0.055933356285095215,-0.10425825417041779,0.9595587849617004,-0.027102932333946228,-0.027102947235107422,0.932455837726593
batch_0001,1,1,2.579911231994629,0.14246727526187897,-0.6461926698684692,0.10930503904819489,0.10930502414703369,-0.5368876457214355,-0.9109135866165161,-0.0015128040686249733,-0.0015128254890441895,-0.9124264121055603,-0.15577740967273712,0.10620098561048508,0.10620098561048508,-0.049576424062252045,0.9594710469245911,-0.023987559601664543,-0.023987531661987305,0.9354835152626038
batch_0001,2,0,2.619960069656372,0.13291053473949432,-0.6969022154808044,0.1324356347322464,0.1324356198310852,-0.5644665956497192,-0.9623796343803406,0.12375233322381973,0.12375235557556152,-0.838627278804779,-0.2747298777103424,0.06402909010648727,0.06402909755706787,-0.21070078015327454,0.8782442212104797,0.009060611017048359,0.00906062126159668,0.8873048424720764
batch_0001,2,1,2.6199424266815186,0.132974773645401,-0.6811904311180115,-0.1307583749294281,-0.1307583451271057,-0.8119487762451172,-0.9631316065788269,0.0927349403500557,0.0927349328994751,-0.8703966736793518,-0.2822318375110626,-0.0482003353536129,-0.0482003390789032,-0.3304321765899658,0.8848762512207031,0.07397858798503876,0.07397860288619995,0.9588548541069031
batch_0001,3,0,2.6598105430603027,0.11999187618494034,-0.326019823551178,0.008276090025901794,0.008276104927062988,-0.317743718624115,-0.863676130771637,0.015762286260724068,0.015762269496917725,-0.8479138612747192,-0.6039488315582275,-0.10681132227182388,-0.10681134462356567,-0.7107601761817932,-0.05503702908754349,0.10908299684524536,0.10908299684524536,0.054045967757701874
batch_0001,3,1,2.6604983806610107,0.1166580393910408,-0.35785022377967834,0.14434029161930084,0.14434029161930084,-0.2135099321603775,-0.8646372556686401,-0.10121562331914902,-0.10121560096740723,-0.9658528566360474,-0.6261633634567261,-0.08305377513170242,-0.08305376768112183,-0.7092171311378479,-0.07437446713447571,-0.04301813989877701,-0.04301813989877701,-0.11739260703325272
batch_0001,4,0,2.6989057064056396,0.11846849322319031,-0.18574832379817963,-0.012261303141713142,-0.012261301279067993,-0.19800962507724762,-0.9188326597213745,0.002179006114602089,0.0021790266036987305,-0.9166536331176758,-0.3609432280063629,0.05931152403354645,0.05931153893470764,-0.3016316890716553,0.15482042729854584,-0.008178280666470528,-0.008178278803825378,0.14664214849472046
batch_0001,4,1,2.70038104057312,0.11951152235269547,-0.1596805304288864,-0.059601347893476486,-0.059601351618766785,-0.2192818820476532,-0.8606194853782654,-0.09877199679613113,-0.09877198934555054,-0.9593914747238159,-0.4837404489517212,0.056268081068992615,0.05626809597015381,-0.4274723529815674,0.36475521326065063,0.06867476552724838,0.06867477297782898,0.4334299862384796
batch_0001,5,0,2.7362070083618164,0.11847411096096039,-0.03209613263607025,-0.08367002755403519,-0.08367002755403519,-0.11576616019010544,-0.701418399810791,0.13122938573360443,0.13122940063476562,-0.5701889991760254,-0.45673948526382446,-0.011203242465853691,-0.011203229427337646,-0.4679427146911621,-0.16074296832084656,-0.027698775753378868,-0.02769877016544342,-0.18844173848628998
batch_0001,5,1,2.738795518875122,0.11860094219446182,-0.13997016847133636,0.014326001517474651,0.014326006174087524,-0.12564416229724884,-0.7608967423439026,-0.045582033693790436,-0.04558205604553223,-0.8064787983894348,-0.21191073954105377,-0.011881254613399506,-0.011881247162818909,-0.22379198670387268,-0.3763398826122284,0.01668977178633213,0.016689777374267578,-0.3596501052379608
batch_0001,6,0,2.772238254547119,0.11894437670707703,0.2699050307273865,-0.05249568819999695,-0.05249568819999695,0.21740934252738953,-0.6771896481513977,-0.1068386361002922,-0.1068386435508728,-0.7840282917022705,0.11452634632587433,-0.06300926208496094,-0.06300926208496094,0.05151708424091339,-0.19327029585838318,-0.08958138525485992,-0.08958140015602112,-0.2828516960144043
batch_0001,6,1,2.7760822772979736,0.11872465163469315,-0.10901390016078949,0.1238313838839531,0.1238313838839531,0.014817483723163605,-0.6199038028717041,0.1004553809762001,0.1004554033279419,-0.5194483995437622,-0.09561509639024734,0.12918952107429504,0.12918952107429504,0.0335744246840477,-0.46696025133132935,0.10673048347234726,0.10673049092292786,-0.3602297604084015
batch_0001,7,0,2.808626651763916,0.11888210475444794,0.19730250537395477,0.1204477921128273,0.1204477995634079,0.31775030493736267,-0.718891978263855,-0.09012860059738159,-0.09012860059738159,-0.8090205788612366,0.1618136614561081,-0.08327502012252808,-0.08327502012252808,0.07853864133358002,-0.45756348967552185,0.07664930820465088,0.07664930820465088,-0.38091418147087097
batch_0001,7,1,2.8079702854156494,0.11817484349012375,0.22420890629291534,0.01546249259263277,0.015462487936019897,0.23967139422893524,-0.716229259967804,-0.0745864138007164,-0.07458639144897461,-0.7908156514167786,0.20012167096138,0.058834463357925415,0.058834463357925415,0.2589561343193054,-0.5598145127296448,0.05878046527504921,0.0587804913520813,-0.5010340213775635
batch_0001,8,0,2.8418335914611816,0.11875814199447632,0.03562004864215851,-0.01463231723755598,-0.014632318168878555,0.020987730473279953,-0.7538273334503174,-0.001803412800654769,-0.0018033981323242188,-0.7556307315826416,0.36310961842536926,-0.05433501675724983,-0.05433502793312073,0.30877459049224854,-0.4697411358356476,-0.06710217893123627,-0.06710216403007507,-0.5368432998657227
batch_0001,8,1,2.8347604274749756,0.11860285699367523,-0.053183067589998245,0.13895918428897858,0.13895918428897858,0.08577612042427063,-0.5425087213516235,0.0920097678899765,0.0920097827911377,-0.45049893856048584,0.4293491542339325,-0.10420338809490204,-0.10420337319374084,0.32514578104019165,-0.6800219416618347,-0.10700984299182892,-0.10700982809066772,-0.7870317697525024
batch_0001,9,0,2.8643970489501953,0.11757304519414902,-0.1807018518447876,-0.13533568382263184,-0.13533568382263184,-0.31603753566741943,-0.6517124176025391,0.08982238918542862,0.08982241153717041,-0.5618900060653687,0.583262026309967,0.10277887433767319,0.1027788519859314,0.6860408782958984,-0.6396334171295166,0.09450238943099976,0.09450238943099976,-0.5451310276985168
batch_0001,9,1,2.858424663543701,0.11786897480487823,0.05366549640893936,0.05092226341366768,0.05092226713895798,0.10458776354789734,-0.5227325558662415,0.05234934017062187,0.05234932899475098,-0.4703832268714905,0.5456294417381287,0.012822956778109074,0.012822985649108887,0.5584524273872375,-0.7758382558822632,-0.10670369863510132,-0.10670369863510132,-0.8825419545173645
batch_0001,10,0,2.8778295516967773,0.12256118655204773,-0.25171178579330444,-0.0400969535112381,-0.040096938610076904,-0.29180872440338135,-0.11194419115781784,-0.028897034004330635,-0.028897039592266083,-0.14084123075008392,0.5690920352935791,-0.056349895894527435,-0.056349873542785645,0.5127421617507935,-0.8689896464347839,0.07669758051633835,0.07669758796691895,-0.792292058467865
batch_0001,10,1,2.8760886192321777,0.11898666620254517,-0.2940191626548767,0.00900949351489544,0.009009480476379395,-0.2850096821784973,-0.2437492161989212,0.06782420724630356,0.06782419979572296,-0.17592501640319824,0.5827229619026184,0.09299718588590622,0.09299719333648682,0.6757201552391052,-0.865324854850769,0.12342926114797592,0.12342923879623413,-0.7418956160545349
batch_0001,11,0,2.8937816619873047,0.1438581943511963,-0.10419438034296036,-0.12232042849063873,-0.12232043594121933,-0.2265148162841797,-0.2602026164531708,-0.1230596974492073,-0.12305968999862671,-0.3832623064517975,0.27064287662506104,-0.07455204427242279,-0.07455204427242279,0.19609083235263824,-0.8604557514190674,0.05427570268511772,0.054275691509246826,-0.8061800599098206
batch_0001,11,1,2.89422607421875,0.13406896591186523,-0.1367424726486206,-0.08111496269702911,-0.08111496269702911,-0.21785743534564972,-0.01709700934588909,-0.028636539354920387,-0.028636539354920387,-0.04573354870080948,0.4347209632396698,-0.019214507192373276,-0.019214510917663574,0.4155064523220062,-0.8798404335975647,0.056251201778650284,0.05625122785568237,-0.8235892057418823
batch_0001,12,0,2.9127273559570312,0.19914206862449646,-0.11133043467998505,-0.13530685007572174,-0.13530685007572174,-0.2466372847557068,-0.36460891366004944,0.04487594589591026,0.04487594962120056,-0.3197329640388489,-0.14322176575660706,0.0772356167435646,0.0772356167435646,-0.06598614901304245,-0.7262166142463684,-0.06568194180727005,-0.06568193435668945,-0.7918985486030579
batch_0001,12,1,2.9184327125549316,0.18920376896858215,0.08090724796056747,0.13334523141384125,0.13334521651268005,0.21425247192382812,-0.4059318006038666,0.07838723063468933,0.07838723063468933,-0.32754456996917725,-0.2063620239496231,-0.07585709542036057,-0.07585708796977997,-0.2822191119194031,-0.7094303965568542,0.09595143049955368,0.09595143795013428,-0.61347895860672
batch_0001,13,0,2.943113327026367,0.26842984557151794,0.05368676781654358,0.11792468279600143,0.11792469024658203,0.1716114580631256,-0.35516414046287537,-0.03822321072220802,-0.038223206996917725,-0.3933873474597931,-0.23799046874046326,-0.11068601161241531,-0.11068600416183472,-0.348676472902298,-0.3943040370941162,-0.11900462210178375,-0.11900460720062256,-0.5133086442947388
batch_0001,13,1,2.9528467655181885,0.2512718439102173,0.11661790311336517,0.10318316519260406,0.10318316519260406,0.21980106830596924,-0.3488231897354126,-0.005275558214634657,-0.005275547504425049,-0.35409873723983765,-0.10363581776618958,-0.061615537852048874,-0.06161554157733917,-0.16525135934352875,-0.3942580819129944,-0.06781824678182602,-0.06781825423240662,-0.462076336145401
batch_0001,14,0,2.9829940795898438,0.328006774187088,0.5618852972984314,-0.06858842074871063,-0.06858843564987183,0.49329686164855957,-0.8587998151779175,0.01074327901005745,0.010743260383605957,-0.8480565547943115,-0.3216758370399475,0.08064280450344086,0.08064280450344086,-0.24103303253650665,0.07101327925920486,0.05287088081240654,0.05287087708711624,0.1238841563463211
batch_0001,14,1,2.9949607849121094,0.309908002614975,0.4961066246032715,0.11563006043434143,0.11563003063201904,0.6117366552352905,-0.8620939254760742,0.03140045702457428,0.031400442123413086,-0.8306934833526611,-0.20970037579536438,0.1091427281498909,0.1091427281498909,-0.10055764764547348,0.12748853862285614,0.02626633271574974,0.02626633644104004,0.15375487506389618
batch_0001,15,0,3.027411937713623,0.3910273313522339,0.7829475998878479,0.12866505980491638,0.128665030002594,0.9116126298904419,-0.9784409999847412,0.004824185743927956,0.004824161529541016,-0.9736168384552002,-0.44672873616218567,-0.12901203334331512,-0.12901201844215393,-0.5757407546043396,-0.08800433576107025,0.06780524551868439,0.06780524551868439,-0.020199090242385864
batch_0001,15,1,3.0423521995544434,0.3748621642589569,0.8227646350860596,0.13047367334365845,0.13047367334365845,0.953238308429718,-0.9329551458358765,0.06163869425654411,0.061638712882995605,-0.8713164329528809,-0.5630667209625244,0.11511456221342087,0.11511456966400146,-0.44795215129852295,0.02935970388352871,0.03008493408560753,0.03008493222296238,0.05944463610649109
batch_0001,16,0,3.0674479007720947,0.450213760137558,0.8640086650848389,0.11708882451057434,0.11708879470825195,0.9810974597930908,-0.9807190299034119,0.017936479300260544,0.01793646812438965,-0.9627825617790222,-0.5213255882263184,0.07978825271129608,0.07978826761245728,-0.4415373206138611,-0.37903472781181335,0.004997784271836281,0.0049977898597717285,-0.3740369379520416
batch_0001,16,1,3.0853683948516846,0.4339756369590759,0.9066480398178101,-0.04541339352726936,-0.04541337490081787,0.8612346649169922,-0.9287103414535522,0.05447886511683464,0.05447888374328613,-0.8742314577102661,-0.6559826135635376,-0.017589988186955452,-0.017589986324310303,-0.6735725998878479,-0.28200316429138184,0.11669380962848663,0.11669380962848663,-0.1653093546628952
batch_0001,17,0,3.1048271656036377,0.5017115473747253,0.8304778933525085,-0.07062365859746933,-0.07062363624572754,0.759854257106781,-0.9472559094429016,-0.12009679526090622,-0.05274409055709839,-1.0,-0.2585064768791199,0.1422434002161026,0.1422434002161026,-0.11626307666301727,-0.2769145965576172,0.14661262929439545,0.14661262929439545,-0.13030196726322174
batch_0001,17,1,3.1257882118225098,0.484569787979126,0.8853186368942261,0.01628962904214859,0.01628965139389038,0.9016082882881165,-0.8693597316741943,0.04208068177103996,0.042080700397491455,-0.8272790312767029,-0.5423991680145264,0.12413931638002396,0.12413930892944336,-0.418259859085083,-0.17207220196723938,0.08869065344333649,0.08869065344333649,-0.0833815485239029
batch_0001,18,0,3.1416380405426025,0.5475805997848511,0.8341940641403198,0.02505088783800602,0.025050878524780273,0.8592449426651001,-0.9371328949928284,0.031255196779966354,0.03125518560409546,-0.9058777093887329,-0.19325973093509674,0.12059599906206131,0.12059599906206131,-0.07266373187303543,-0.29393115639686584,0.14797402918338776,0.14797402918338776,-0.1459571272134781
batch_0001,18,1,3.166344404220581,0.5320348739624023,0.8621746897697449,0.0796174556016922,0.079617440700531,0.9417921304702759,-0.8142021298408508,0.1344010978937149,0.1344010829925537,-0.6798010468482971,-0.45706507563591003,0.08583933860063553,0.08583933115005493,-0.3712257444858551,-0.09985621273517609,0.05503051355481148,0.05503051355481148,-0.04482569918036461
batch_0001,19,0,3.1771390438079834,0.5769728422164917,0.8508362174034119,-0.026866493746638298,-0.026866495609283447,0.8239697217941284,-0.9333368539810181,-0.007666619960218668,-0.007666647434234619,-0.9410035014152527,0.060250576585531235,0.10977625846862793,0.10977625846862793,0.17002683877944946,-0.2745770215988159,0.04415954276919365,0.04415954649448395,-0.23041747510433197
batch_0001,19,1,3.2060892581939697,0.5724062323570251,0.885285496711731,-0.13218393921852112,-0.13218390941619873,0.7531015872955322,-0.8109533190727234,0.12279292196035385,0.12279289960861206,-0.6881604194641113,-0.425712525844574,0.14167703688144684,0.14167702198028564,-0.28403550386428833,-0.028774971142411232,-0.03101080283522606,-0.031010804697871208,-0.05978577584028244
batch_0001,20,0,3.2117836475372314,0.6013842225074768,0.8002313375473022,0.04299923777580261,0.042999267578125,0.8432306051254272,-0.9060363173484802,-0.06902165710926056,-0.06902164220809937,-0.9750579595565796,0.2403564304113388,-0.09606865048408508,-0.09606865048408508,0.14428777992725372,-0.2919744849205017,0.08957429230213165,0.08957429230213165,-0.20240019261837006
batch_0001,20,1,3.245161533355713,0.6069521307945251,0.8702691197395325,0.08605910837650299,0.0860590934753418,0.9563282132148743,-0.7549957036972046,0.13284091651439667,0.13284093141555786,-0.6221547722816467,-0.39189645648002625,-0.032193660736083984,-0.032193660736083984,-0.42409011721611023,0.03534538298845291,-0.06652096658945084,-0.06652096658945084,-0.031175583600997925
batch_0001,21,0,3.2444980144500732,0.6123260855674744,0.7972443699836731,0.09018855541944504,0.09018856287002563,0.8874329328536987,-0.8886874318122864,0.007794922683387995,0.00779491662979126,-0.8808925151824951,0.26006773114204407,-0.039348259568214417,-0.039348259568214417,0.22071947157382965,-0.29071369767189026,-0.1282440423965454,-0.1282440423965454,-0.41895774006843567
batch_0001,21,1,3.2831547260284424,0.6320134401321411,0.8649308085441589,0.11973616480827332,0.11973613500595093,0.9846669435501099,-0.7402043342590332,0.09861024469137192,0.09861022233963013,-0.6415941119194031,-0.3836159408092499,0.05733824148774147,0.05733823776245117,-0.3262777030467987,0.05764833465218544,-0.13749736547470093,-0.13749736547470093,-0.07984903454780579
batch_0001,22,0,3.2757294178009033,0.6025410294532776,0.7546393275260925,0.0005087999743409455,0.0005087852478027344,0.7551481127738953,-0.8280657529830933,0.04487436264753342,0.044874370098114014,-0.7831913828849792,0.5310901999473572,0.06844472885131836,0.06844472885131836,0.5995349287986755,-0.3831404447555542,-0.07095316797494888,-0.07095316052436829,-0.4540936052799225
batch_0001,22,1,3.320690870285034,0.651608943939209,0.8746767044067383,-0.13891427218914032,-0.1389142870903015,0.7357624173164368,-0.7171095609664917,0.04231332987546921,0.042313337326049805,-0.6747962236404419,-0.29649364948272705,-0.0944502204656601,-0.09445023536682129,-0.39094388484954834,0.042912520468235016,-0.08096823841333389,-0.08096823841333389,-0.03805571794509888
batch_0001,23,0,3.304978609085083,0.5962087512016296,0.6523095965385437,0.011939896270632744,0.0119398832321167,0.6642494797706604,-0.6598051190376282,-0.0999332144856453,-0.0999332070350647,-0.7597383260726929,0.5946788787841797,-0.1335439532995224,-0.1335439682006836,0.4611349105834961,-0.46448981761932373,-0.05608725547790527,-0.05608725547790527,-0.520577073097229
batch_0001,23,1,3.3588616847991943,0.6701920032501221,0.87212735414505,-0.053544968366622925,-0.05354493856430054,0.8185824155807495,-0.679508626461029,0.06261227279901505,0.06261229515075684,-0.6168963313102722,-0.3627959191799164,0.07568301260471344,0.07568302750587463,-0.28711289167404175,0.11205964535474777,0.07453521341085434,0.07453521341085434,0.1865948587656021
batch_0001,24,0,3.337954044342041,0.5958137512207031,0.6593950390815735,-0.13483935594558716,-0.13483935594558716,0.5245556831359863,-0.5954705476760864,0.024363474920392036,0.024363458156585693,-0.5711070895195007,0.6972566843032837,-0.05336515232920647,-0.05336517095565796,0.6438915133476257,-0.4571762681007385,0.047373659908771515,0.04737365245819092,-0.4098026156425476
batch_0001,24,1,3.397151470184326,0.6855901479721069,0.8773694634437561,-0.05411753058433533,-0.05411750078201294,0.8232519626617432,-0.6578693389892578,-0.045501142740249634,-0.045501112937927246,-0.7033704519271851,-0.42406556010246277,0.05627128854393959,0.05627128481864929,-0.3677942752838135,0.11708461493253708,-0.06518208235502243,-0.06518208235502243,0.05190253257751465
batch_0001,25,0,3.3737246990203857,0.5957546234130859,0.6002752780914307,-0.052446186542510986,-0.052446186542510986,0.5478290915489197,-0.47298794984817505,0.0684175118803978,0.0684175193309784,-0.40457043051719666,0.6761282086372375,0.06406807154417038,0.06406807899475098,0.7401962876319885,-0.48999422788619995,0.052549343556165695,0.0525493323802948,-0.43744489550590515
batch_0001,25,1,3.434999465942383,0.6956921219825745,0.8823463320732117,-0.03668641299009323,-0.03668642044067383,0.8456599116325378,-0.6755486130714417,-0.09817897528409958,-0.09817898273468018,-0.7737275958061218,-0.4972509741783142,-0.09667729586362839,-0.09667730331420898,-0.5939282774925232,0.1499587744474411,-0.09521331638097763,-0.09521331638097763,0.05474545806646347
batch_0001,26,0,3.409954071044922,0.5966725945472717,0.6646996736526489,-0.005008482839912176,-0.0050084590911865234,0.6596912145614624,-0.45912468433380127,-0.07308894395828247,-0.07308894395828247,-0.5322136282920837,0.6110824942588806,0.12500207126140594,0.12500208616256714,0.7360845804214478,-0.44916340708732605,0.039073746651411057,0.03907373547554016,-0.4100896716117859
batch_0001,26,1,3.472520589828491,0.6999780535697937,0.8901199698448181,0.13016709685325623,0.10988003015518188,1.0,-0.6711037158966064,-0.08811171352863312,-0.08811169862747192,-0.7592154145240784,-0.5749659538269043,-0.02368267811834812,-0.02368265390396118,-0.5986486077308655,0.19162410497665405,-0.09021453559398651,-0.09021453559398651,0.10140956938266754
batch_0001,27,0,3.4467196464538574,0.6025886535644531,0.6201103329658508,-0.06390037387609482,-0.06390035152435303,0.5562099814414978,-0.33282819390296936,0.06398206949234009,0.06398206949234009,-0.2688461244106293,0.5326700806617737,0.037652596831321716,0.03765261173248291,0.5703226923942566,-0.4234609305858612,0.10985784977674484,0.10985785722732544,-0.31360307335853577
batch_0001,27,1,3.5098845958709717,0.6987205147743225,0.9035406708717346,-0.08178339898586273,-0.08178341388702393,0.8217572569847107,-0.6532710194587708,-0.10405910760164261,-0.10405910015106201,-0.7573301196098328,-0.5975039601325989,0.08284784853458405,0.08284783363342285,-0.514656126499176,0.16195368766784668,0.0424455925822258,0.042445600032806396,0.20439928770065308
batch_0001,28,0,3.4796292781829834,0.5993362069129944,0.6424420475959778,0.12452815473079681,0.12452816963195801,0.7669702172279358,-0.3721672594547272,-0.039028532803058624,-0.03902852535247803,-0.4111957848072052,0.48165613412857056,-0.022864755243062973,-0.02286475896835327,0.4587913751602173,-0.4237140119075775,-0.03210972994565964,-0.032109737396240234,-0.45582374930381775
batch_0001,28,1,3.5463032722473145,0.6844170689582825,0.8835155963897705,-0.07032360881567001,-0.07032358646392822,0.8131920099258423,-0.5963571071624756,0.015944473445415497,0.015944480895996094,-0.5804126262664795,-0.5810874700546265,0.07421108335256577,0.07421106100082397,-0.5068764090538025,-0.2586088478565216,-0.04637308791279793,-0.04637309908866882,-0.30498194694519043
batch_0001,29,0,3.5103254318237305,0.5890467166900635,0.5972456932067871,0.11689088493585587,0.11689090728759766,0.7141366004943848,-0.4244546890258789,0.07903314381837845,0.07903313636779785,-0.34542155265808105,0.5195990204811096,-0.04567550867795944,-0.04567551612854004,0.4739235043525696,-0.3580448031425476,-0.10346439480781555,-0.10346439480781555,-0.46150919795036316
batch_0001,29,1,3.581467628479004,0.6562603116035461,0.8613786697387695,-0.07725447416305542,-0.07725447416305542,0.7841241955757141,-0.5662809014320374,-0.09045390039682388,-0.09045392274856567,-0.656734824180603,-0.3004732131958008,-0.14287631213665009,-0.14287632703781128,-0.44334954023361206,-0.2677474021911621,0.1209217980504036,0.120921790599823,-0.1468256115913391
batch_0001,30,0,3.546431303024292,0.5828224420547485,0.5832673907279968,-0.05875181779265404,-0.058751821517944336,0.5245155692100525,-0.40249204635620117,-0.12089946120977402,-0.12089943885803223,-0.5233914852142334,0.5308737754821777,0.07721373438835144,0.07721376419067383,0.6080875396728516,-0.27498960494995117,0.07183308154344559,0.07183307409286499,-0.20315653085708618
batch_0001,30,1,3.6161396503448486,0.6159723997116089,0.8663794994354248,-0.14017467200756073,-0.14017468690872192,0.7262048125267029,-0.4567013084888458,0.061984557658433914,0.06198456883430481,-0.394716739654541,-0.0955873355269432,0.0979398638010025,0.0979398638010025,0.0023525282740592957,-0.27296239137649536,-0.03633812069892883,-0.03633812069892883,-0.3093005120754242
batch_0001,31,0,3.5812840461730957,0.5752143263816833,0.6002481579780579,-0.05883873999118805,-0.058838725090026855,0.541409432888031,-0.5631086230278015,-0.07762385904788971,-0.07762384414672852,-0.64073246717453,0.2619476914405823,0.048615917563438416,0.04861593246459961,0.3105636239051819,-0.34712231159210205,-0.09097960591316223,-0.09097960591316223,-0.4381019175052643
batch_0001,31,1,3.6526834964752197,0.5676619410514832,0.8349900841712952,0.06554372608661652,0.06554371118545532,0.9005337953567505,-0.3217287063598633,0.08248867094516754,0.08248867094516754,-0.23924003541469574,0.30217689275741577,-0.03531922027468681,-0.03531920909881592,0.26685768365859985,-0.20059999823570251,-0.0586635060608387,-0.058663517236709595,-0.2592635154724121
batch_0001,32,0,3.615478754043579,0.56878262758255,0.6026989221572876,-0.009795529767870903,-0.009795546531677246,0.5929033756256104,-0.5288534164428711,0.01896269991993904,0.01896268129348755,-0.5098907351493835,0.3152002990245819,-0.05546972528100014,-0.05546972155570984,0.25973057746887207,-0.19848276674747467,0.06802450865507126,0.06802450120449066,-0.130458265542984
batch_0001,32,1,3.6902167797088623,0.525087296962738,0.7981653213500977,-0.0501096174120903,-0.0501096248626709,0.7480556964874268,-0.0885641798377037,0.013179020956158638,0.013179019093513489,-0.07538516074419022,0.38214224576950073,-0.06042208895087242,-0.06042209267616272,0.321720153093338,-0.2814503312110901,0.029964249581098557,0.02996423840522766,-0.2514860928058624
batch_0001,33,0,3.650973081588745,0.5635088086128235,0.4766712486743927,0.06781939417123795,0.06781938672065735,0.54449063539505,-0.5019532442092896,-0.11356284469366074,-0.11356282234191895,-0.6155160665512085,0.02233053557574749,0.09362249076366425,0.09362249076366425,0.11595302820205688,-0.25819966197013855,0.03136688098311424,0.03136688470840454,-0.226832777261734
batch_0001,33,1,3.7266528606414795,0.4737395942211151,0.8233091831207275,-0.11197070777416229,-0.11197072267532349,0.711338460445404,-0.017624227330088615,0.07002826780080795,0.07002826780080795,0.05240403860807419,0.3704199194908142,0.015983395278453827,0.015983402729034424,0.38640332221984863,-0.3392549753189087,-0.13528555631637573,-0.13528555631637573,-0.4745405316352844
batch_0001,34,0,3.686173915863037,0.5556801557540894,0.5503360033035278,0.11880533397197723,0.11880534887313843,0.6691413521766663,-0.6200175285339355,-0.0465974360704422,-0.046597421169281006,-0.6666149497032166,-0.00012240069918334484,0.07803347706794739,0.07803347706794739,0.07791107892990112,-0.10688130557537079,-0.04123800992965698,-0.04123800992965698,-0.14811931550502777
batch_0001,34,1,3.7622947692871094,0.42444077134132385,0.7496580481529236,0.08391840755939484,0.08391839265823364,0.8335764408111572,0.030295569449663162,-0.11484620720148087,-0.11484619975090027,-0.0845506340265274,0.5497673153877258,-0.12416920810937881,-0.12416920065879822,0.4255981147289276,-0.3868749439716339,0.12466775625944138,0.12466776371002197,-0.26220718026161194
batch_0001,35,0,3.720548391342163,0.5428465008735657,0.487125962972641,-0.049990464001894,-0.04999047517776489,0.4371354877948761,-0.624015212059021,-0.02134360373020172,-0.021343588829040527,-0.6453588008880615,-0.22025297582149506,-0.07303227484226227,-0.07303227484226227,-0.2932852506637573,-0.031351298093795776,-0.13904260098934174,-0.13904260098934174,-0.1703938990831375
batch_0001,35,1,3.799748659133911,0.38554489612579346,0.731182336807251,0.05396878346800804,0.05396878719329834,0.7851511240005493,0.14697834849357605,0.07706820219755173,0.07706820964813232,0.22404655814170837,0.36649441719055176,0.0212753526866436,0.021275341510772705,0.38776975870132446,-0.34580227732658386,0.052404291927814484,0.05240428447723389,-0.29339799284935
batch_0001,36,0,3.7562882900238037,0.5314640402793884,0.5204017758369446,0.0013537168269976974,0.0013537406921386719,0.5217555165290833,-0.6705862879753113,0.08808004856109619,0.08808004856109619,-0.5825062394142151,-0.17290489375591278,0.13542316854000092,0.13542316854000092,-0.037481725215911865,0.06911257654428482,-0.056912656873464584,-0.056912656873464584,0.012199919670820236
batch_0001,36,1,3.835857391357422,0.3472460210323334,0.7523311376571655,0.09875952452421188,0.09875953197479248,0.851090669631958,0.1259090155363083,-0.10668697208166122,-0.10668697208166122,0.019222043454647064,0.3243577480316162,-0.08090190589427948,-0.08090190589427948,0.24345584213733673,-0.2559407651424408,-0.041619673371315,-0.041619688272476196,-0.297560453414917
batch_0001,37,0,3.7928154468536377,0.5193731188774109,0.4525328576564789,-0.08497418463230133,-0.08497419953346252,0.36755865812301636,-0.6296995878219604,0.001885104924440384,0.0018851161003112793,-0.6278144717216492,-0.4513818621635437,-0.00046617150655947626,-0.0004661679267883301,-0.45184803009033203,0.05188876390457153,-0.0709296390414238,-0.0709296390414238,-0.019040875136852264
batch_0001,37,1,3.8735544681549072,0.31467747688293457,0.7048474550247192,-0.08951208740472794,-0.08951210975646973,0.6153353452682495,0.09203684329986572,0.11682920902967453,0.11682921648025513,0.20886605978012085,0.21148048341274261,0.05019868537783623,0.050198689103126526,0.26167917251586914,-0.16193212568759918,0.11335249990224838,0.11335249990224838,-0.0485796257853508
