candidate_id,phase,state_sha256,snapshot_context_sha256,parent_group_id,root_cell,full_cell,trajectory_id,trajectory_step,frontwheel_tangent_mps,hip_deg,hip_rate_degps,knee_deg,knee_rate_degps,pitch_deg,rearwheel_tangent_mps,roll_deg,root_vx_mps,root_vy_mps,root_vz_mps,root_wx_degps,root_wy_degps,root_wz_degps,root_x_m,root_y_m,root_z_m,steering_deg,steering_rate_degps,yaw_deg,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,union
pi6_causal_downstream_000018,downstream,b30a124c85ff64645ef6ed34690f8ce5c2d088992b88648b1c7b43b583220d83,34c9dbac211543ffde5314239cacc5f1fcad4d7494023eca45989ff318f2ade1,dense_v1_train_x2.90_family0,b7bc2414f2f3c35ac5adf230e4d1308b1019242f9df9ecfbf4bd7ceb927c204f,e3fcfbe361f86e54bb6c5417e268b3556d6fed3bc4df71c7cbea0ab50d2ecf05,dense_v1_train_x2.90_family0/variant_0,36,0.20832020521163944,-67.05025953472267,-80.26122508773967,128.4729349669751,321.9530423030036,-16.068404172331768,2.281824188232422,-2.3124207973953332,1.794538140296936,0.09728757292032242,-0.48743805289268494,7.696898340778703,-172.81079377541104,-21.8503881643488,3.708357095718384,0.02627231553196907,0.607291579246521,38.122192003333005,16.038583614679535,-18.89094725028983,1,1,1,1,1,1,1,1
pi6_causal_downstream_000019,downstream,14a45e7f62dcc61f65bf9964adb2d5ac8aae92e6a483dffdf5fd96970ba32442,1d5e631f1785297213c37b8790da50f23a8cb16b03b73776a76463d9de4d3d8b,dense_v1_train_x2.90_family0,68bf9455d2b9ccdbc098fec7f861eb7f3b71abaa349e78359f2470f5f1f9c7c3,5889162dee80c301977e55f5066bdc8b6cfafbbc9ce7dd4aa7661675a4a5477e,dense_v1_train_x2.90_family0/variant_0,37,0.08962504863739014,-68.61253553376886,-33.105967888186825,130.77046033960562,-91.6828723235101,-18.067746781106006,2.137962818145752,-2.0299584772169936,1.9010746479034424,0.03163829818367958,-1.552381992340088,10.377624646603648,-55.058414446661246,-19.45538403943112,3.744889497756958,0.02771935425698757,0.5871081948280334,34.702756833109085,59.80124316480474,-19.226596929610956,1,1,1,1,1,1,1,1
pi6_causal_downstream_000020,downstream,c509f1132e012d437dabc5604c90e1f5c0c44f4bdd14fcd68900eb83a9fe7d3c,45a687f6c6b47507f6648b778f27268acbb22202f0645039a7cbe0291af00995,dense_v1_train_x2.90_family0,cfd773fa6d671dc8b2e87d478e13057a596ce6b3663343a0c2e58acce9f4f968,7206cba07a5d59d095d33553d6b929d90142eaa51d2994cbb0a722a9738dafa0,dense_v1_train_x2.90_family0/variant_0,38,-0.07554218292236328,-69.4654349158067,-3.7881740316244583,124.74249054798922,-520.5738505367071,-17.34762978862576,1.9471826171875002,-1.6847696416324998,2.0433714389801025,-0.04174119606614113,-2.598532199859619,11.809731754221376,101.0899894145311,-16.694237378771152,3.7839138507843018,0.02777617797255516,0.5458154082298279,32.63746472244814,48.42211385661765,-19.617140225377216,1,1,1,1,1,1,1,1
pi6_causal_downstream_000021,downstream,f2f7a895d6246a0342b4a97ba16ff313602ed122242e874fbc2a08850f4f4c67,f3b2c3fec4d2ada2e91165f4911b1d049100962e4214e359db1ac43afa69e61e,dense_v1_train_x2.90_family0,28594afb44599adfe138d3dbf465146d980d0e40a4c0ddbf0eac230a0952cfa4,7b646bdc62ef1d7697841e925af3e99342c98392ead01a18b6f1829ee058b6c1,dense_v1_train_x2.90_family0/variant_0,39,-0.3094571161270142,-69.5236964294269,35.709072509189156,109.32768932718673,-1049.5628219799503,-13.043867904346927,1.682433834075928,-1.333325316327252,2.1840996742248535,-0.10896645486354828,-3.610429525375366,12.046925441075702,317.79602524959375,-13.55814662984969,3.825979471206665,0.02634337544441223,0.48378074169158936,30.980699886423995,42.02527628378011,-20.036449897755674,1,1,1,1,1,1,1,1
pi6_causal_downstream_000022,downstream,30207e9c7767fea0aa07cffd034f3595fa5806f89acbf3cdf286aeecf05ac82d,927090914337ef6ed0356f376fe1d579c6e08ca8bca0d1de1aabde58fb139e4b,dense_v1_train_x2.90_family0,0b7396a9bca39a2431caf9327863080c2bb97fa974f59a7b9fb674cf02fe69d5,bf20ec33e2857adcf0a32518439fd02824e4e6d917c74cd876acfb62d30fba13,dense_v1_train_x2.90_family0/variant_0,41,0.2722863388061524,-63.27734499947767,217.7330572296116,86.83091084280814,8.383095003291325,-11.237685681009077,2.3571233749389653,-0.6912838140690536,1.9348697662353516,0.008931243792176247,-2.3221848011016846,12.851755659282277,-234.49012039591585,-27.28959394196282,3.9080660343170166,0.024517694488167763,0.3652631640434265,24.43540132178706,82.48597479476373,-20.884175133200703,1,1,1,1,1,1,1,1
pi6_causal_downstream_000023,downstream,6832fb73dcb9036110eb76f35d3d4a60a60b949225ca2ce58a4a39f0ab05b792,bdc476cdff8206c0d52ac55af2cea45b8b7da65955db8910a8ef9fbf4cf25a84,dense_v1_train_x2.90_family0,d9f9903d5607a8d3548351b42e198c9b9288b648b7d769709ca87d88221108d7,5e8377986b65206511f283e2d46b0f321248d87cfedc10dc93e3a73c01e04bd9,dense_v1_train_x2.90_family0/variant_0,42,-0.13541508197784424,-63.703910803712475,-58.07114258766217,82.39152010873163,-345.0822211724445,-10.287675672707314,1.9127030563354495,-0.3505270823692142,1.8283804655075073,0.05247625336050987,-2.744757890701294,13.285480355540903,129.2786650626048,-21.22874703477655,3.944646120071411,0.025544265285134315,0.31454721093177795,23.9252562002261,30.28354589293538,-21.344625302571497,1,1,1,1,1,1,1,1
pi6_causal_upstream_000024,upstream,d5059c485362fbc3ba9d01487a0099afd2c321c2749d8936399e8cd5ef7ce616,d1b81220056374e77495cd59f25af967d2124cc76067e0179917a8f936e72707,dense_v1_train_x2.90_family0,81faec3ed3b7d18700a15950d4780f51371d2cc59f282cea7d16d196a085f2d4,74894e93b1248891ac540fb4f930aa372b073b7e23d9c1087278937338e781f7,dense_v1_train_x2.90_family0/variant_5,8,0.831502742767334,-63.710679521179955,463.8335566484437,132.87000584895418,-452.99251647325934,-0.33846409484506057,0.32713505744934085,-0.8602470907419191,0.7693530917167664,0.03826155140995979,0.04425744339823723,0.5254301777889493,20.79139294674771,21.20590688219203,2.7988016605377197,-0.0023101982660591602,0.11736691743135452,6.2042535589998575,54.91340270039271,-0.40019428525416123,1,1,1,1,1,1,1,1
pi6_causal_upstream_000025,upstream,d904532ac2512a1c448f4e0dfc3363de01ddb4905e28f46831475a0422575aa9,9c7a12295a6ccfe8c2f9e0f983a2036833d0c4373b5ae83713d1bd18d89c40e7,dense_v1_train_x2.90_family0,f87433a4dcaa161475aa78c91582d223b817c3b876d0503f1a6275c0545a841d,0f30616959d568ef8998eb95a347c39c69343257c54ab33c422d47a993b27076,dense_v1_train_x2.90_family0/variant_5,12,-1.2389391708374025,-38.467485386633825,-141.4185203499804,62.42119444739491,-1483.3661678668689,17.68031774269754,0.719137887954712,-0.9519800043066976,0.5154148936271667,0.05448589473962784,1.6485586166381836,-2.718869283801469,713.3480714823933,43.129861306543745,2.835249423980713,-0.00047252411604858935,0.16586866974830627,-7.529679088197512,-23.62366236723502,0.44249480549312364,1,1,1,1,1,1,1,1
pi6_causal_upstream_000026,upstream,c3c05a2dfbb19ee6aab0b329308b6e83e912ba209d262af1530da5a3c7c79041,ac7f5c2cd72e666647aef53d3362328eed8810a34420ac79af186698cbc72223,dense_v1_train_x2.90_family0,af6eaa95d84d00a03049d8370b1746c5e30bcbce40eb8e5a0050400a6a33d88e,a5e87dc295be9ba75586cd2f9721fc5e0969239fd6f4ea9340505344db4884f0,dense_v1_train_x2.90_family0/variant_5,14,-0.5788434219360352,-55.715587927843195,-339.42559510562336,42.12407497012435,666.5173985325778,40.174676177883306,1.2399904632568362,-1.3656992227168248,1.888511300086975,0.050559718161821365,3.0781431198120117,-4.446392531749417,-2.370417151452925,-6.597572990562804,2.8853259086608887,0.0008944132714532316,0.2789754867553711,13.72083319814293,89.3953804987703,0.2700321674779665,1,1,1,0,1,1,1,1
pi6_causal_upstream_000027,upstream,b8e43e6a73f9d26abfccd238143788f47ad4834aeff333c91e810a5d4bb444c1,307bdd5b0a9a948db85fa745fbbd7e6eb6bc104ea2e12495ffdf64e7459ae623,dense_v1_train_x2.90_family0,c9635ffae70ce9917a69c581c6a77edb62c929a87a4f3446a0e0d1a6a779a599,70e68bb1d52925f89f4f61aea41740e74c29828d2b6fed2d971d96a8ce258800,dense_v1_train_x2.90_family0/variant_5,15,-0.046236221790313725,-59.09323258563039,-22.384828268787494,63.72567861659731,1235.6163007068837,33.784712706389065,1.851267604827881,-1.5251570886902583,2.2400193214416504,0.05760481208562851,3.229287624359131,-3.258260208171366,-502.72099280110115,-17.175002441617302,2.92733097076416,0.002019760897383094,0.3415699005126953,31.715447241104364,235.23646882690147,0.052742771531470424,1,1,1,1,1,1,1,1
pi6_causal_upstream_000028,upstream,295e3f50e1ecb5d2099a75665dcee8b3257b44cd341d555a00e516b24bc6b400,1e84c330bfbf6328918aecb04f169cf98606b86b7c232f93b1fbf29ca48a8921,dense_v1_train_x2.90_family0,6bd241154c8c9b6da9c393accf2b486a57f066c4ae6fee0f71e3cc201ab032ce,ec706bc00d67f29c565b9a2942d711e07bf1b330d867ed9ed855e2420a605733,dense_v1_train_x2.90_family0/variant_5,17,-0.6541920757293702,-62.62416717896018,-63.74339612730432,84.1531010277588,-126.82134058415264,28.16508422492139,1.106072244644165,-1.9292985534967593,1.4616436958312988,0.020088961347937584,1.813839316368103,-9.119168268444321,107.2424872150952,-2.040232146596169,3.001586675643921,0.0036825642455369234,0.4486615061759949,40.77993130750627,-52.02637394578211,-0.17658497209976246,1,1,1,1,1,1,1,1
pi6_causal_upstream_000029,upstream,f403c8ba122a7e28ffb011fe0b149c16112ce1375a7edece8aea3998f1b0bc95,596eb8818768a2e694680698f0549034d1bd266ebd63d2bf334b68016a1b7266,dense_v1_train_x2.90_family0,e2f600b7fefaca770b67fcfe707791fbcb373c3fb6eb8fc84f3f17766648f645,7b2abc3a625ff957f877195eed7c01a59f120d91b817b2e9d43fabf061114dbc,dense_v1_train_x2.90_family0/variant_5,18,-0.5238431978225708,-56.99784324639178,340.007308656855,75.52754199289483,-549.3464868682495,27.48850689068871,1.2776906585693362,-2.1156736445096023,1.201655626296997,-0.006624720990657806,0.7914256453514099,-7.725650022089871,-33.251454332602684,-2.9809406540470964,3.026944875717163,0.003646208206191659,0.4693913161754608,39.556999596993826,16.148083499905887,-0.22196694829459965,1,1,1,1,1,1,1,1
pi6_causal_upstream_000030,upstream,fb9a1337f1d02f394e2cdc9244ad7dd5c671a28545a46ab24f70a2b73bc85c13,5f248b2a2922291f527cc31c3f9f4d1c2babc5faacf16792caa5e3ccca5d8b66,dense_v1_train_x2.90_family0,a7b70fcb6dd92a352686a625229605268fc1ff1925b536618f644af1b23781e6,b3aa63be72fd7ecbd31a2a7da2821942e6895631c7e0c3771b8b18b27c0087d5,dense_v1_train_x2.90_family0/variant_5,21,-0.39726937294006354,-25.80861939215459,526.005326247728,33.79237116392184,-631.4702225803816,20.03238790388406,1.437660541534424,-2.4668153224641163,1.272425651550293,0.007457458879798651,0.5176036953926086,-5.590130333269678,-164.15020953048324,-6.463225730909592,3.0967390537261963,0.003224017098546028,0.4977053701877594,34.714170079212174,42.125502479660874,-0.1400945975286492,1,1,1,1,1,1,1,1
pi6_causal_upstream_000031,upstream,8a6388d7ce988c759fbad31865cb99b25cb3359538f21af3614023ba1775642c,03ac5c4e6386eefe9b965994eb18ebc9f1c5f8abd20edd478c6d5ae718fecc08,dense_v1_train_x2.90_family0,f7335d6cad4285eb173d5a9a6007b4f16c50424b76478d5187790f8f2ad22ef6,9c6170701407ba3f4b9890142eddc72910d2137058caae3a1a4103295d6a533e,dense_v1_train_x2.90_family0/variant_5,23,-0.3289416074752808,-11.297470981565006,378.61741180845326,21.718954834150242,-160.87787955950847,13.334938932814609,1.5285457992553713,-2.7266094008099957,1.5848653316497803,0.029703889042139053,0.5709829926490784,-6.873488300482401,-238.50217351438133,-14.133844491969848,3.1552395820617676,0.004145789425820112,0.5234146118164062,34.61007799626118,31.25622971754231,-0.21532004908803065,1,1,1,1,1,1,1,1
