candidate_index,phase,full_cost,first_success_cost,label,pi_0,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6
298,upstream,254,35,1,success,untested,untested,untested,untested,untested,untested
299,upstream,254,33,1,success,untested,untested,untested,untested,untested,untested
300,upstream,225,28,1,success,untested,untested,untested,untested,untested,untested
301,upstream,217,27,1,success,untested,untested,untested,untested,untested,untested
302,upstream,218,26,1,success,untested,untested,untested,untested,untested,untested
303,upstream,225,26,1,success,untested,untested,untested,untested,untested,untested
304,upstream,220,25,1,success,untested,untested,untested,untested,untested,untested
305,upstream,186,24,1,success,untested,untested,untested,untested,untested,untested
306,upstream,184,24,1,success,untested,untested,untested,untested,untested,untested
307,upstream,189,21,1,success,untested,untested,untested,untested,untested,untested
308,upstream,197,19,1,success,untested,untested,untested,untested,untested,untested
309,upstream,156,20,1,success,untested,untested,untested,untested,untested,untested
310,upstream,146,18,1,success,untested,untested,untested,untested,untested,untested
311,upstream,132,18,1,success,untested,untested,untested,untested,untested,untested
312,upstream,126,17,1,success,untested,untested,untested,untested,untested,untested
313,upstream,118,15,1,success,untested,untested,untested,untested,untested,untested
314,upstream,113,16,1,success,untested,untested,untested,untested,untested,untested
315,downstream,101,14,1,success,untested,untested,untested,untested,untested,untested
316,downstream,98,13,1,success,untested,untested,untested,untested,untested,untested
317,downstream,93,13,1,success,untested,untested,untested,untested,untested,untested
318,downstream,79,11,1,success,untested,untested,untested,untested,untested,untested
319,downstream,72,11,1,success,untested,untested,untested,untested,untested,untested
320,downstream,63,9,1,success,untested,untested,untested,untested,untested,untested
321,downstream,50,8,1,success,untested,untested,untested,untested,untested,untested
322,downstream,43,7,1,success,untested,untested,untested,untested,untested,untested
323,downstream,28,4,1,success,untested,untested,untested,untested,untested,untested
324,downstream,14,2,1,success,untested,untested,untested,untested,untested,untested
325,downstream,8,1,1,success,untested,untested,untested,untested,untested,untested
326,upstream,259,35,1,success,untested,untested,untested,untested,untested,untested
327,upstream,241,37,1,success,untested,untested,untested,untested,untested,untested
328,upstream,271,36,1,success,untested,untested,untested,untested,untested,untested
329,upstream,240,29,1,success,untested,untested,untested,untested,untested,untested
330,upstream,239,28,1,success,untested,untested,untested,untested,untested,untested
331,upstream,208,26,1,success,untested,untested,untested,untested,untested,untested
332,upstream,202,28,1,success,untested,untested,untested,untested,untested,untested
333,upstream,197,27,1,success,untested,untested,untested,untested,untested,untested
334,upstream,174,24,1,success,untested,untested,untested,untested,untested,untested
335,upstream,164,23,1,success,untested,untested,untested,untested,untested,untested
336,upstream,162,22,1,success,untested,untested,untested,untested,untested,untested
337,upstream,151,21,1,success,untested,untested,untested,untested,untested,untested
338,upstream,142,18,1,success,untested,untested,untested,untested,untested,untested
339,upstream,131,17,1,success,untested,untested,untested,untested,untested,untested
340,upstream,125,16,1,success,untested,untested,untested,untested,untested,untested
341,upstream,105,15,1,success,untested,untested,untested,untested,untested,untested
342,upstream,100,15,1,success,untested,untested,untested,untested,untested,untested
343,upstream,92,13,1,success,untested,untested,untested,untested,untested,untested
344,downstream,86,12,1,success,untested,untested,untested,untested,untested,untested
345,downstream,82,11,1,success,untested,untested,untested,untested,untested,untested
346,downstream,75,11,1,success,untested,untested,untested,untested,untested,untested
347,downstream,60,8,1,success,untested,untested,untested,untested,untested,untested
348,downstream,46,6,1,success,untested,untested,untested,untested,untested,untested
349,downstream,40,5,1,success,untested,untested,untested,untested,untested,untested
350,downstream,26,3,1,success,untested,untested,untested,untested,untested,untested
351,downstream,19,2,1,success,untested,untested,untested,untested,untested,untested
352,downstream,10,1,1,success,untested,untested,untested,untested,untested,untested
353,upstream,286,35,1,success,untested,untested,untested,untested,untested,untested
354,upstream,253,33,1,success,untested,untested,untested,untested,untested,untested
355,upstream,232,32,1,success,untested,untested,untested,untested,untested,untested
356,upstream,221,29,1,success,untested,untested,untested,untested,untested,untested
357,upstream,217,28,1,success,untested,untested,untested,untested,untested,untested
358,upstream,212,28,1,success,untested,untested,untested,untested,untested,untested
359,upstream,199,24,1,success,untested,untested,untested,untested,untested,untested
360,upstream,188,23,1,success,untested,untested,untested,untested,untested,untested
361,upstream,204,22,1,success,untested,untested,untested,untested,untested,untested
362,upstream,165,20,1,success,untested,untested,untested,untested,untested,untested
363,upstream,179,21,1,success,untested,untested,untested,untested,untested,untested
364,upstream,155,19,1,success,untested,untested,untested,untested,untested,untested
365,upstream,139,18,1,success,untested,untested,untested,untested,untested,untested
366,upstream,134,19,1,success,untested,untested,untested,untested,untested,untested
367,upstream,128,18,1,success,untested,untested,untested,untested,untested,untested
368,upstream,114,15,1,success,untested,untested,untested,untested,untested,untested
369,downstream,108,15,1,success,untested,untested,untested,untested,untested,untested
370,downstream,102,14,1,success,untested,untested,untested,untested,untested,untested
371,downstream,89,13,1,success,untested,untested,untested,untested,untested,untested
372,downstream,80,12,1,success,untested,untested,untested,untested,untested,untested
373,downstream,65,10,1,success,untested,untested,untested,untested,untested,untested
374,downstream,58,9,1,success,untested,untested,untested,untested,untested,untested
375,downstream,50,7,1,success,untested,untested,untested,untested,untested,untested
376,downstream,37,6,1,success,untested,untested,untested,untested,untested,untested
377,downstream,29,4,1,success,untested,untested,untested,untested,untested,untested
378,downstream,23,4,1,success,untested,untested,untested,untested,untested,untested
379,downstream,8,2,1,success,untested,untested,untested,untested,untested,untested
380,upstream,256,35,1,success,untested,untested,untested,untested,untested,untested
381,upstream,249,35,1,success,untested,untested,untested,untested,untested,untested
382,upstream,234,31,1,success,untested,untested,untested,untested,untested,untested
383,upstream,239,26,1,success,untested,untested,untested,untested,untested,untested
384,upstream,228,28,1,success,untested,untested,untested,untested,untested,untested
385,upstream,203,27,1,success,untested,untested,untested,untested,untested,untested
386,upstream,187,25,1,success,untested,untested,untested,untested,untested,untested
387,upstream,190,25,1,success,untested,untested,untested,untested,untested,untested
388,upstream,168,22,1,success,untested,untested,untested,untested,untested,untested
389,upstream,164,21,1,success,untested,untested,untested,untested,untested,untested
390,upstream,152,20,1,success,untested,untested,untested,untested,untested,untested
391,upstream,142,19,1,success,untested,untested,untested,untested,untested,untested
392,upstream,143,19,1,success,untested,untested,untested,untested,untested,untested
393,upstream,124,18,1,success,untested,untested,untested,untested,untested,untested
394,upstream,121,17,1,success,untested,untested,untested,untested,untested,untested
395,downstream,105,14,1,success,untested,untested,untested,untested,untested,untested
396,downstream,100,14,1,success,untested,untested,untested,untested,untested,untested
397,downstream,95,13,1,success,untested,untested,untested,untested,untested,untested
398,downstream,78,12,1,success,untested,untested,untested,untested,untested,untested
399,downstream,70,10,1,success,untested,untested,untested,untested,untested,untested
400,downstream,58,9,1,success,untested,untested,untested,untested,untested,untested
401,downstream,50,7,1,success,untested,untested,untested,untested,untested,untested
402,downstream,37,6,1,success,untested,untested,untested,untested,untested,untested
403,downstream,30,5,1,success,untested,untested,untested,untested,untested,untested
404,downstream,15,2,1,success,untested,untested,untested,untested,untested,untested
405,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
406,upstream,230,30,1,success,untested,untested,untested,untested,untested,untested
407,upstream,205,27,1,success,untested,untested,untested,untested,untested,untested
408,upstream,193,26,1,success,untested,untested,untested,untested,untested,untested
409,upstream,188,27,1,success,untested,untested,untested,untested,untested,untested
410,upstream,174,24,1,success,untested,untested,untested,untested,untested,untested
411,upstream,167,23,1,success,untested,untested,untested,untested,untested,untested
412,upstream,153,21,1,success,untested,untested,untested,untested,untested,untested
413,upstream,147,19,1,success,untested,untested,untested,untested,untested,untested
414,upstream,133,18,1,success,untested,untested,untested,untested,untested,untested
415,upstream,125,19,1,success,untested,untested,untested,untested,untested,untested
416,upstream,117,17,1,success,untested,untested,untested,untested,untested,untested
417,upstream,110,16,1,success,untested,untested,untested,untested,untested,untested
418,upstream,92,13,1,success,untested,untested,untested,untested,untested,untested
419,upstream,85,12,1,success,untested,untested,untested,untested,untested,untested
420,upstream,78,11,1,success,untested,untested,untested,untested,untested,untested
421,upstream,64,9,1,success,untested,untested,untested,untested,untested,untested
422,upstream,57,8,1,success,untested,untested,untested,untested,untested,untested
423,downstream,50,7,1,success,untested,untested,untested,untested,untested,untested
424,downstream,36,5,1,success,untested,untested,untested,untested,untested,untested
425,downstream,29,4,1,success,untested,untested,untested,untested,untested,untested
426,downstream,23,3,1,success,untested,untested,untested,untested,untested,untested
427,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
428,upstream,240,29,1,success,untested,untested,untested,untested,untested,untested
429,upstream,212,27,1,success,untested,untested,untested,untested,untested,untested
430,upstream,199,26,1,success,untested,untested,untested,untested,untested,untested
431,upstream,203,25,1,success,untested,untested,untested,untested,untested,untested
432,upstream,179,23,1,success,untested,untested,untested,untested,untested,untested
433,upstream,179,22,1,success,untested,untested,untested,untested,untested,untested
434,upstream,167,22,1,success,untested,untested,untested,untested,untested,untested
435,upstream,159,19,1,success,untested,untested,untested,untested,untested,untested
436,upstream,148,18,1,success,untested,untested,untested,untested,untested,untested
437,upstream,137,19,1,success,untested,untested,untested,untested,untested,untested
438,upstream,123,17,1,success,untested,untested,untested,untested,untested,untested
439,upstream,121,17,1,success,untested,untested,untested,untested,untested,untested
440,upstream,114,16,1,success,untested,untested,untested,untested,untested,untested
441,upstream,103,14,1,success,untested,untested,untested,untested,untested,untested
442,upstream,98,14,1,success,untested,untested,untested,untested,untested,untested
443,upstream,84,12,1,success,untested,untested,untested,untested,untested,untested
444,upstream,77,11,1,success,untested,untested,untested,untested,untested,untested
445,upstream,70,10,1,success,untested,untested,untested,untested,untested,untested
446,downstream,56,8,1,success,untested,untested,untested,untested,untested,untested
447,downstream,49,7,1,success,untested,untested,untested,untested,untested,untested
448,downstream,35,5,1,success,untested,untested,untested,untested,untested,untested
449,downstream,28,4,1,success,untested,untested,untested,untested,untested,untested
450,downstream,21,3,1,success,untested,untested,untested,untested,untested,untested
451,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
452,upstream,226,30,1,success,untested,untested,untested,untested,untested,untested
453,upstream,213,27,1,success,untested,untested,untested,untested,untested,untested
454,upstream,179,25,1,success,untested,untested,untested,untested,untested,untested
455,upstream,170,23,1,success,untested,untested,untested,untested,untested,untested
456,upstream,165,22,1,success,untested,untested,untested,untested,untested,untested
457,upstream,148,21,1,success,untested,untested,untested,untested,untested,untested
458,upstream,139,19,1,success,untested,untested,untested,untested,untested,untested
459,downstream,134,19,1,success,untested,untested,untested,untested,untested,untested
460,downstream,129,17,1,success,untested,untested,untested,untested,untested,untested
461,downstream,119,16,1,success,untested,untested,untested,untested,untested,untested
462,downstream,108,14,1,success,untested,untested,untested,untested,untested,untested
463,downstream,102,13,1,success,untested,untested,untested,untested,untested,untested
464,downstream,95,13,1,success,untested,untested,untested,untested,untested,untested
465,downstream,82,12,1,success,untested,untested,untested,untested,untested,untested
466,downstream,74,10,1,success,untested,untested,untested,untested,untested,untested
467,downstream,61,8,1,success,untested,untested,untested,untested,untested,untested
468,downstream,53,7,1,success,untested,untested,untested,untested,untested,untested
469,downstream,39,5,1,success,untested,untested,untested,untested,untested,untested
470,downstream,35,5,1,success,untested,untested,untested,untested,untested,untested
471,downstream,21,3,1,success,untested,untested,untested,untested,untested,untested
472,downstream,11,1,1,success,untested,untested,untested,untested,untested,untested
473,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
474,upstream,241,31,1,success,untested,untested,untested,untested,untested,untested
475,upstream,251,29,1,success,untested,untested,untested,untested,untested,untested
476,upstream,229,28,1,success,untested,untested,untested,untested,untested,untested
477,upstream,216,28,1,success,untested,untested,untested,untested,untested,untested
478,upstream,202,28,1,success,untested,untested,untested,untested,untested,untested
479,upstream,190,23,1,success,untested,untested,untested,untested,untested,untested
480,upstream,198,24,1,success,untested,untested,untested,untested,untested,untested
481,upstream,192,24,1,success,untested,untested,untested,untested,untested,untested
482,upstream,284,21,1,success,untested,untested,untested,untested,untested,untested
483,upstream,172,21,1,success,untested,untested,untested,untested,untested,untested
484,upstream,228,19,1,success,untested,untested,untested,untested,untested,untested
485,upstream,142,18,1,success,untested,untested,untested,untested,untested,untested
486,upstream,139,19,1,success,untested,untested,untested,untested,untested,untested
487,upstream,126,16,1,success,untested,untested,untested,untested,untested,untested
488,upstream,122,16,1,success,untested,untested,untested,untested,untested,untested
489,downstream,110,16,1,success,untested,untested,untested,untested,untested,untested
490,downstream,112,16,1,success,untested,untested,untested,untested,untested,untested
491,downstream,106,15,1,success,untested,untested,untested,untested,untested,untested
492,downstream,97,13,1,success,untested,untested,untested,untested,untested,untested
493,downstream,83,11,1,success,untested,untested,untested,untested,untested,untested
494,downstream,75,10,1,success,untested,untested,untested,untested,untested,untested
495,downstream,64,8,1,success,untested,untested,untested,untested,untested,untested
496,downstream,56,7,1,success,untested,untested,untested,untested,untested,untested
497,downstream,44,6,1,success,untested,untested,untested,untested,untested,untested
498,downstream,29,4,1,success,untested,untested,untested,untested,untested,untested
499,downstream,21,3,1,success,untested,untested,untested,untested,untested,untested
500,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
501,upstream,258,31,1,success,untested,untested,untested,untested,untested,untested
502,upstream,254,28,1,success,untested,untested,untested,untested,untested,untested
503,upstream,259,30,1,success,untested,untested,untested,untested,untested,untested
504,upstream,246,30,1,success,untested,untested,untested,untested,untested,untested
505,upstream,236,29,1,success,untested,untested,untested,untested,untested,untested
506,upstream,229,30,1,success,untested,untested,untested,untested,untested,untested
507,upstream,233,25,1,success,untested,untested,untested,untested,untested,untested
508,upstream,318,26,1,success,untested,untested,untested,untested,untested,untested
509,upstream,312,24,1,success,untested,untested,untested,untested,untested,untested
510,upstream,209,24,1,success,untested,untested,untested,untested,untested,untested
511,upstream,207,22,1,success,untested,untested,untested,untested,untested,untested
512,upstream,199,23,1,success,untested,untested,untested,untested,untested,untested
513,upstream,204,21,1,success,untested,untested,untested,untested,untested,untested
514,upstream,266,21,1,success,untested,untested,untested,untested,untested,untested
515,upstream,201,20,1,success,untested,untested,untested,untested,untested,untested
516,upstream,166,20,1,success,untested,untested,untested,untested,untested,untested
517,upstream,157,20,1,success,untested,untested,untested,untested,untested,untested
518,upstream,160,18,1,success,untested,untested,untested,untested,untested,untested
519,upstream,146,19,1,success,untested,untested,untested,untested,untested,untested
520,downstream,135,18,1,success,untested,untested,untested,untested,untested,untested
521,downstream,139,17,1,success,untested,untested,untested,untested,untested,untested
522,downstream,124,17,1,success,untested,untested,untested,untested,untested,untested
523,downstream,117,15,1,success,untested,untested,untested,untested,untested,untested
524,downstream,98,13,1,success,untested,untested,untested,untested,untested,untested
525,downstream,88,13,1,success,untested,untested,untested,untested,untested,untested
526,downstream,73,11,1,success,untested,untested,untested,untested,untested,untested
527,downstream,54,8,1,success,untested,untested,untested,untested,untested,untested
528,downstream,40,6,1,success,untested,untested,untested,untested,untested,untested
529,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
530,upstream,241,31,1,success,untested,untested,untested,untested,untested,untested
531,upstream,218,26,1,success,untested,untested,untested,untested,untested,untested
532,upstream,227,26,1,success,untested,untested,untested,untested,untested,untested
533,upstream,216,26,1,success,untested,untested,untested,untested,untested,untested
534,upstream,189,24,1,success,untested,untested,untested,untested,untested,untested
535,upstream,186,23,1,success,untested,untested,untested,untested,untested,untested
536,upstream,175,21,1,success,untested,untested,untested,untested,untested,untested
537,upstream,169,23,1,success,untested,untested,untested,untested,untested,untested
538,upstream,158,20,1,success,untested,untested,untested,untested,untested,untested
539,upstream,151,19,1,success,untested,untested,untested,untested,untested,untested
540,upstream,144,19,1,success,untested,untested,untested,untested,untested,untested
541,upstream,129,16,1,success,untested,untested,untested,untested,untested,untested
542,upstream,121,16,1,success,untested,untested,untested,untested,untested,untested
543,downstream,113,15,1,success,untested,untested,untested,untested,untested,untested
544,downstream,106,15,1,success,untested,untested,untested,untested,untested,untested
545,downstream,98,13,1,success,untested,untested,untested,untested,untested,untested
546,downstream,82,11,1,success,untested,untested,untested,untested,untested,untested
547,downstream,77,11,1,success,untested,untested,untested,untested,untested,untested
548,downstream,62,8,1,success,untested,untested,untested,untested,untested,untested
549,downstream,57,8,1,success,untested,untested,untested,untested,untested,untested
550,downstream,41,5,1,success,untested,untested,untested,untested,untested,untested
551,downstream,37,5,1,success,untested,untested,untested,untested,untested,untested
552,downstream,24,4,1,success,untested,untested,untested,untested,untested,untested
553,downstream,17,3,1,success,untested,untested,untested,untested,untested,untested
554,upstream,237,30,1,success,untested,untested,untested,untested,untested,untested
555,upstream,208,28,1,success,untested,untested,untested,untested,untested,untested
556,upstream,205,26,1,success,untested,untested,untested,untested,untested,untested
557,upstream,203,25,1,success,untested,untested,untested,untested,untested,untested
558,upstream,177,23,1,success,untested,untested,untested,untested,untested,untested
559,upstream,171,22,1,success,untested,untested,untested,untested,untested,untested
560,upstream,159,22,1,success,untested,untested,untested,untested,untested,untested
561,upstream,152,19,1,success,untested,untested,untested,untested,untested,untested
562,upstream,134,18,1,success,untested,untested,untested,untested,untested,untested
563,upstream,129,17,1,success,untested,untested,untested,untested,untested,untested
564,upstream,119,17,1,success,untested,untested,untested,untested,untested,untested
565,upstream,108,15,1,success,untested,untested,untested,untested,untested,untested
566,upstream,105,15,1,success,untested,untested,untested,untested,untested,untested
567,upstream,90,12,1,success,untested,untested,untested,untested,untested,untested
568,upstream,82,11,1,success,untested,untested,untested,untested,untested,untested
569,upstream,75,10,1,success,untested,untested,untested,untested,untested,untested
570,upstream,61,9,1,success,untested,untested,untested,untested,untested,untested
571,downstream,54,8,1,success,untested,untested,untested,untested,untested,untested
572,downstream,41,6,1,success,untested,untested,untested,untested,untested,untested
573,downstream,34,4,1,success,untested,untested,untested,untested,untested,untested
574,downstream,27,4,1,success,untested,untested,untested,untested,untested,untested
575,downstream,14,2,1,success,untested,untested,untested,untested,untested,untested
576,downstream,7,1,1,success,untested,untested,untested,untested,untested,untested
577,upstream,221,30,1,success,untested,untested,untested,untested,untested,untested
578,upstream,217,28,1,success,untested,untested,untested,untested,untested,untested
579,upstream,198,26,1,success,untested,untested,untested,untested,untested,untested
580,upstream,219,24,1,success,untested,untested,untested,untested,untested,untested
581,upstream,212,23,1,success,untested,untested,untested,untested,untested,untested
582,upstream,152,20,1,success,untested,untested,untested,untested,untested,untested
583,downstream,143,19,1,success,untested,untested,untested,untested,untested,untested
584,downstream,130,18,1,success,untested,untested,untested,untested,untested,untested
585,downstream,103,15,1,success,untested,untested,untested,untested,untested,untested
586,downstream,93,13,1,success,untested,untested,untested,untested,untested,untested
587,downstream,88,13,1,success,untested,untested,untested,untested,untested,untested
588,downstream,72,11,1,success,untested,untested,untested,untested,untested,untested
589,downstream,63,9,1,success,untested,untested,untested,untested,untested,untested
590,downstream,58,8,1,success,untested,untested,untested,untested,untested,untested
591,downstream,43,6,1,success,untested,untested,untested,untested,untested,untested
592,downstream,37,5,1,success,untested,untested,untested,untested,untested,untested
593,downstream,24,4,1,success,untested,untested,untested,untested,untested,untested
594,downstream,15,2,1,success,untested,untested,untested,untested,untested,untested
595,upstream,240,29,1,success,untested,untested,untested,untested,untested,untested
596,upstream,246,29,1,success,untested,untested,untested,untested,untested,untested
597,upstream,241,28,1,success,untested,untested,untested,untested,untested,untested
598,upstream,225,27,1,success,untested,untested,untested,untested,untested,untested
599,upstream,203,23,1,success,untested,untested,untested,untested,untested,untested
600,upstream,217,24,1,success,untested,untested,untested,untested,untested,untested
601,upstream,169,22,1,success,untested,untested,untested,untested,untested,untested
602,upstream,176,22,1,success,untested,untested,untested,untested,untested,untested
603,upstream,319,19,1,success,untested,untested,untested,untested,untested,untested
604,upstream,251,20,1,success,untested,untested,untested,untested,untested,untested
605,upstream,180,18,1,success,untested,untested,untested,untested,untested,untested
606,upstream,167,19,1,success,untested,untested,untested,untested,untested,untested
607,upstream,130,18,1,success,untested,untested,untested,untested,untested,untested
608,upstream,117,16,1,success,untested,untested,untested,untested,untested,untested
609,downstream,110,16,1,success,untested,untested,untested,untested,untested,untested
610,downstream,107,15,1,success,untested,untested,untested,untested,untested,untested
611,downstream,90,12,1,success,untested,untested,untested,untested,untested,untested
612,downstream,85,11,1,success,untested,untested,untested,untested,untested,untested
613,downstream,74,9,1,success,untested,untested,untested,untested,untested,untested
614,downstream,65,8,1,success,untested,untested,untested,untested,untested,untested
615,downstream,54,8,1,success,untested,untested,untested,untested,untested,untested
616,downstream,46,6,1,success,untested,untested,untested,untested,untested,untested
617,downstream,32,4,1,success,untested,untested,untested,untested,untested,untested
618,downstream,19,2,1,success,untested,untested,untested,untested,untested,untested
