proposer,phase,x_left_m,x_right_m,count,frontwheel_tangent_mps_min,frontwheel_tangent_mps_max,hip_deg_min,hip_deg_max,hip_rate_degps_min,hip_rate_degps_max,knee_deg_min,knee_deg_max,knee_rate_degps_min,knee_rate_degps_max,pitch_deg_min,pitch_deg_max,rearwheel_tangent_mps_min,rearwheel_tangent_mps_max,roll_deg_min,roll_deg_max,root_vx_mps_min,root_vx_mps_max,root_vy_mps_min,root_vy_mps_max,root_vz_mps_min,root_vz_mps_max,root_wx_degps_min,root_wx_degps_max,root_wy_degps_min,root_wy_degps_max,root_wz_degps_min,root_wz_degps_max,root_x_m_min,root_x_m_max,root_y_m_min,root_y_m_max,root_z_m_min,root_z_m_max,steering_deg_min,steering_deg_max,steering_rate_degps_min,steering_rate_degps_max,yaw_deg_min,yaw_deg_max
pi_0,downstream,3.75,3.8000000000000003,36,-0.686905508041382,2.825374145507813,-72.22355409511705,-62.278805493767656,-91.47431249720375,323.14608510570804,67.30306532647235,141.97604137117187,-832.6621872252448,402.77753943121587,-21.904886555891427,25.470596621548186,-0.8644602394104005,2.6836502075195314,-23.488620494374494,-3.11462009370631,1.6789637804031372,2.4667155742645264,-0.2954096496105194,0.34089648723602295,-2.431989908218384,-0.6481794714927673,-92.33701320070055,-8.748401694633934,-364.90031557756,211.47652198760989,-25.06201482907508,27.506910070785118,3.7510242462158203,3.7986669540405273,-0.004350920673459768,0.0863877534866333,0.3134043514728546,0.5914929509162903,-16.374133733129337,39.58814867470367,-59.40710026855999,80.41267770239554,-9.771709349070115,19.503183133718103
pi_0,downstream,3.8000000000000003,3.85,38,-0.5380919551849366,3.876469230651856,-72.00180517352342,-58.529393639456664,-49.231433216656214,480.2836028115558,65.88703050774531,144.7973739512507,-1131.3249947981785,283.82911201652684,-17.657677954478,20.66958985258642,-1.0808958339691164,2.2246398353576664,-27.284706102027805,-6.158660742411468,1.4371421337127686,2.559296131134033,-0.3988153040409088,0.40431109070777893,-3.085808277130127,-1.1800894737243652,-82.34067618055006,-6.8884511105197825,-506.9751078237519,373.0723090704001,-23.102464292049685,28.867442772316636,3.8003735542297363,3.8483095169067383,-0.04285239055752754,0.07759734243154526,0.30611711740493774,0.5566753149032593,-7.648879549592574,39.89162763990568,-70.67119553074572,45.52067340285833,-10.63074242793452,21.265493029889893
pi_0,downstream,3.85,3.9000000000000004,20,-0.5464822673797608,3.09196102142334,-72.09469574623559,-52.16462380477234,-15.775862095802287,244.56533244060165,78.61907002635019,145.03905336484243,-575.491194256251,407.71098506871607,-12.552679713383158,21.837640944095643,-0.8364235496520996,2.2883984375,-24.80606009472935,-7.961233088743986,1.7003512382507324,2.3032941818237305,-0.16812163591384888,0.8689635396003723,-2.9382309913635254,-0.5103912353515625,-206.79688617966735,-4.701337453369782,-387.1203416269588,172.95476050273655,-148.3886191149517,68.26323282942523,3.8505136966705322,3.8966012001037598,-0.000840731430798769,0.06989774107933044,0.2924794554710388,0.48046085238456726,-14.80621770537601,52.31570075902385,-17.812846487448112,2674.2382818115925,-10.133728697181764,20.382471739106904
pi_0,downstream,3.9000000000000004,3.95,12,-0.5856821632385254,1.0552387046813967,-72.57519272415682,-47.582256720799954,-50.63665243083254,230.98423893646165,57.025276701193135,142.9735085371822,-610.6116991193765,406.2997313824081,-14.693849440842298,18.28169075734833,-0.6030378341674806,2.6818421554565433,-27.40553876436507,-8.555666124514879,1.4353246688842773,2.022158622741699,-0.6123372316360474,0.5093700289726257,-3.6356003284454346,-0.16836978495121002,-164.57137265508456,-5.291730040602399,-314.4328947437928,157.54150973487566,-56.69448722459484,40.588979708880224,3.903140068054199,3.949855327606201,-0.06898445636034012,0.07058931142091751,0.25793781876564026,0.4903157651424408,-12.514468965236,52.54277381307551,-38.870739755231384,1767.881795857252,-8.84844126726686,20.873665340726454
pi_0,downstream,3.95,4.0,6,-0.5181811857223512,1.5191036605834962,-71.95129592461117,-67.54447153249728,21.39631718832635,127.91057817185126,50.73491836242152,146.40798719905305,-466.3413289041055,187.9853021110233,-11.440444331957345,15.008977876494,1.3212909889221192,2.2317761802673344,-19.527836466377067,-9.39660372666741,1.6569329500198364,2.085435390472412,-0.2329808473587036,0.6905455589294434,-3.2933852672576904,-0.32654738426208496,-59.88429826511209,-1.4786023397321222,-281.1826049584436,107.06975173098557,-21.12557190472163,32.52988924302044,3.9522626399993896,3.997532367706299,-0.011738752014935017,0.06783943623304367,0.2958556115627289,0.4166643023490906,29.269174008729276,61.10903997575459,-10.380265368491504,1385.0501300101444,-11.060865077230629,21.98812165074135
pi_0,downstream,4.0,4.05,5,-0.3732316064834595,0.9038072681427003,-72.34692097190582,-66.89406676878282,-476.5172725786707,73.40726685941529,49.129752190482236,143.5249643503907,-511.97464237166116,67.16754754315014,-13.107649778926506,7.572221207121399,-0.6717177104949952,2.5050479888916017,-14.806100955002165,-9.313755863531505,0.6577430963516235,1.9269500970840454,0.042687371373176575,0.3618067502975464,-2.3751370906829834,-0.39056867361068726,-117.89336809359719,1.4247061707651978,-121.03126628132777,480.3638711946818,-25.31136625265203,107.01164048152711,4.003365993499756,4.0421905517578125,-0.0032540163956582546,0.08874648809432983,0.2832425832748413,0.37582695484161377,16.854270418571843,34.176702493423875,-430.1826352871382,53.18090472685146,-11.451843946654822,25.659182394559796
pi_0,downstream,4.1000000000000005,4.15,1,0.209309196472168,0.209309196472168,-73.63388570588714,-73.63388570588714,-499.4941928711337,-499.4941928711337,40.43834671692476,40.43834671692476,-40.66489384641033,-40.66489384641033,-8.977081310772375,-8.977081310772375,1.0683442783355714,1.0683442783355714,-11.11092792061971,-11.11092792061971,1.5151468515396118,1.5151468515396118,0.11931266635656357,0.11931266635656357,-1.1462489366531372,-1.1462489366531372,-122.09875654670905,-122.09875654670905,307.3577749901434,307.3577749901434,79.70344451935975,79.70344451935975,4.1015424728393555,4.1015424728393555,-0.0019612510222941637,-0.0019612510222941637,0.2839667797088623,0.2839667797088623,32.46643678563102,32.46643678563102,6.1542984091840305,6.1542984091840305,-9.061966393489874,-9.061966393489874
pi_0,upstream,2.75,2.8000000000000003,47,1.1891555213928224,2.2063547706604005,-67.44547477066712,-57.60727029018076,45.17691339702617,339.1554747843277,135.59999147907325,142.97708755630728,-384.29127727273953,-129.82726585674024,-1.0160290389761095,2.9461720897259016,0.5436774635314942,1.0977160453796388,-3.0082054440034467,-1.4530531900149288,1.1993077993392944,1.8868257999420166,0.034864358603954315,0.4641261398792267,-0.42213234305381775,0.08876870572566986,-3.9431330946454763,84.60530736213782,-149.63493739318227,31.478258676891915,-54.481758650509995,58.70540078417872,2.7542977333068848,2.7898061275482178,-0.009559973143041134,-0.0013405191712081432,0.11486257612705231,0.12696771323680878,3.3912290502727047,27.99244089812464,-138.039461843035,294.2171740459559,-6.561951532026536,-5.385719598778456
pi_0,upstream,2.8000000000000003,2.85,54,-0.9029007720947266,2.518997840881348,-61.407382638700746,-30.90482673002891,-304.0562801114127,645.2873674222373,78.88415649822755,129.24762868301627,-1136.4432653546194,-475.71688369097194,-0.6487195450486241,14.699117397889133,-0.6492720031738282,1.5034597778320313,-3.89621352405833,-0.21790293956828288,0.3141302466392517,2.1251468658447266,-0.022600563243031502,0.3686092495918274,-0.42536062002182007,1.5079312324523926,-23.1584923338113,61.50889974033465,-150.34483993475672,651.0068039086658,-7.376392567749501,90.00576035394849,2.826988935470581,2.8438215255737305,-0.004012981429696083,0.008040355518460274,0.11710008978843689,0.15822166204452515,-5.88003515126993,20.7364116314764,-180.1663064548678,241.8896194936275,-5.769963748075153,-1.9360218835956637
pi_0,upstream,2.85,2.9000000000000004,47,-1.03491587638855,1.3285615158081057,-51.398641995017506,-35.942029771210784,-490.8402339097008,506.6062776085712,34.42027045432111,108.33298838779027,-1106.1654192545464,481.80247295842656,-2.081236562466633,36.986016047933376,-1.0819284343719484,2.330169486999512,-5.464567815284036,-0.5156939329128183,1.0339871644973755,1.8920525312423706,-0.08388572186231613,0.1267244666814804,0.021250411868095398,3.117466449737549,-37.27421035749758,-11.663637422969389,-126.4393554246305,751.447577012398,-27.507576014229194,61.22053598376588,2.8753721714019775,2.899841070175171,-0.002345830900594592,0.006685492116957903,0.11888973414897919,0.24837373197078705,-10.303440254480845,17.094761379247995,-203.99675450677225,216.04421099505592,-6.797343258910881,2.018370868817943
pi_0,upstream,2.9000000000000004,2.95,54,-0.44706927776336675,0.44925267219543463,-62.019620305333184,-28.824897523976627,-361.1840916124261,124.872004595031,33.01558057980546,83.77940088769988,-1707.8097903333696,1102.5418126545578,5.742410232565674,39.06455420770561,-0.9845713329315187,2.664784622192383,-5.990916912540084,-0.7399049409511779,0.5858640074729919,2.4117825031280518,-0.052212849259376526,0.1646699160337448,-0.5296935439109802,3.532247304916382,-33.056599280865974,-9.391092613454516,-302.8214092302311,586.0074452760228,-32.166745160323785,59.240771501891835,2.9003121852874756,2.949606418609619,-0.0007152766338549554,0.006902826949954033,0.13488493859767914,0.3261321485042572,-2.1702418092395996,35.326786821343546,-192.89712336961125,246.72233350124836,-7.216893773253142,2.6291678859499124
pi_0,upstream,2.95,3.0,39,-0.3592019128799439,0.8555616378784181,-64.04006539390382,-46.32745534762023,-289.4821590642229,-74.34486058716126,30.974170225577463,99.67629052050022,300.55061721801195,1321.1231657187066,20.813177352999723,32.57498208170333,-0.6855394554138184,2.792432136535645,-4.931568674632882,-1.0098342368653908,1.73507821559906,2.48922061920166,-0.03523598983883858,0.1546822339296341,2.5044872760772705,3.6802353858947754,-29.0156373867384,-7.777352846559576,-435.63520262231606,20.90370345481752,-23.986063666859433,35.30245085733079,2.956319808959961,2.999178409576416,-0.000867630704306066,0.0096510648727417,0.24740879237651825,0.38507282733917236,11.515653690638247,37.38313821438094,-126.63106517425442,235.98934691873364,-6.036222489460252,3.044152923527338
pi_0,upstream,3.0,3.0500000000000003,63,-0.9293305492401124,1.1199931240081789,-64.39839077814104,-53.136508497246375,-223.00697413685862,302.8128305126335,58.1505367065744,103.54499845885465,-930.3836707750982,1409.0538189801568,16.400028116991113,31.297255275364204,-0.9576066970825197,2.9705197906494143,-8.251192864442897,-1.3529464768170463,0.9453709125518799,2.5167086124420166,-0.09091981500387192,0.10654275119304657,0.30890026688575745,3.587242364883423,-31.518082094847674,-12.38413700304111,-497.6040882824944,324.8174050748535,-27.10406039089589,43.90425107916686,3.0040042400360107,3.049734115600586,-0.0008486812585033476,0.013067791238427162,0.3137916326522827,0.4746929705142975,29.18778888967399,45.70910807677522,-153.79870267349207,216.24003251856018,-8.615393147796274,3.4740221653041607
pi_0,upstream,3.0500000000000003,3.1,61,-0.72694974899292,0.7080939769744874,-65.14956815286986,-28.7415623859133,-195.1718495707923,685.0856229610943,33.68240853337922,110.62289809949624,-967.2765277655718,425.802434972409,10.87743480255219,32.52056117365311,-1.1085968017578125,2.5031665039062503,-9.333553210668553,-2.223357756134543,0.9962708353996277,2.1628167629241943,-0.21368210017681122,0.061280276626348495,-0.1679202914237976,2.7283406257629395,-36.60688380011441,-13.896569696619128,-389.4135093388989,340.5731761692122,-22.12503519351689,51.03374938389333,3.051598310470581,3.0998141765594482,-0.008376605808734894,0.014511431567370892,0.3569190800189972,0.5134975910186768,24.98378525741634,38.62791286985909,-56.18927520716192,132.9478290243573,-8.893190182824869,4.1767826024906665
pi_0,upstream,3.1,3.1500000000000004,48,-0.46900566101074226,0.42721071243286135,-62.33763391308897,-23.665265049469568,-156.93662818197933,560.2211862156636,25.994033414911048,88.84189611937832,-953.1763945260243,-69.79098222221701,11.711825194093942,29.535101196231317,-0.96360089302063,2.40286060333252,-8.524399206946578,-2.5048154421951665,0.9537912011146545,1.9252110719680786,-0.18909157812595367,0.06108887493610382,-0.15439310669898987,1.6322259902954102,-28.597622979344454,-12.936538797449646,-422.275024756691,276.9170152179873,-12.744736840271933,70.93318792692907,3.1004486083984375,3.1498568058013916,-0.016564076766371727,0.016749657690525055,0.42188572883605957,0.5453988909721375,23.687760277501003,35.42795216823519,-48.20047763314532,83.62018234795772,-6.588958410867329,6.278371694335578
pi_0,upstream,3.1500000000000004,3.2,61,-0.5173195171356202,0.778537712097168,-64.6062812459087,-17.22504211502411,-116.4580311602757,571.9068749043684,20.058011629901344,73.33113074073715,-815.2515978987753,251.45491693563682,13.4076748548076,24.067740863398623,-1.0282782077789308,2.657389259338379,-11.23576170440629,-2.137976517811582,1.2178505659103394,2.180640697479248,-0.13869637250900269,0.12040700763463974,-0.010378926992416382,0.933752179145813,-26.949894483592235,-10.731734950349312,-529.9108284151414,251.5615225282024,-40.690933942621,72.68882658137832,3.1501142978668213,3.199943780899048,-0.023441245779395103,0.02117261290550232,0.3738775849342346,0.5511280298233032,20.76851522812275,36.55985453258429,-63.72092480493498,53.63149913658637,-10.431378856480373,9.3570076586968
pi_0,upstream,3.2,3.25,38,-0.673797664642334,0.9892472743988038,-59.76163489780784,-15.923208059219679,-96.55095988084246,296.6775721095346,24.985830899072756,64.8110708077932,-635.8964037286033,241.43112255502288,10.241834330866661,22.977736939356564,-0.9605774593353272,2.8434033966064454,-11.690238892232106,-1.8059135735658616,1.5000284910202026,2.1960856914520264,-0.10223245620727539,0.1366695761680603,0.182783305644989,1.3320900201797485,-23.771889425055345,-8.540807486321505,-393.52954525728865,88.82517581629013,-34.20081989138319,69.12707417451342,3.2003707885742188,3.2494022846221924,-0.025650758296251297,0.02399100363254547,0.46971896290779114,0.5778878927230835,22.712491226293224,35.6552642789078,-52.98936914705138,52.272120737024586,-10.555140281593678,10.93921315223515
pi_0,upstream,3.25,3.3000000000000003,57,-0.41474527359008795,0.7249450302124024,-62.590521667108696,-15.910176058283295,-283.33354081110735,227.57176714409655,10.82231008893285,61.92619014767658,-592.5420785002708,519.8858046004768,8.455587826143658,26.79968959282243,-0.8905920791625977,2.4337723922729495,-12.870795529294341,-1.4253529876275999,1.560875654220581,2.004438877105713,-0.05982523411512375,0.17502504587173462,-0.15482163429260254,1.3274470567703247,-24.837530416718856,-10.066050199687883,-199.39573417617657,141.08239308054573,-31.83871508015017,65.68590192725594,3.2505271434783936,3.2988853454589844,-0.028359321877360344,0.024904707446694374,0.40665221214294434,0.5761316418647766,22.13530950557588,36.72479677085092,-71.92859237581006,102.43505856778172,-11.993839285572614,12.390767664627424
pi_0,upstream,3.3000000000000003,3.35,48,-0.7106748771667482,0.6326631450653076,-64.49611712478557,-19.490860041980167,-287.56568994538736,172.86406925093712,14.027027163540017,62.10189676407516,-371.3278514356221,560.1935922514167,5.9613385848326805,27.16467843975655,-1.025785026550293,2.452943725585938,-13.377241650157591,-1.1861802530913812,1.651218056678772,2.057939052581787,-0.021992195397615433,0.18167299032211304,-0.12132039666175842,1.0377799272537231,-29.874834203190986,-7.948257839971634,-152.66038334641775,118.88422363649094,-30.40955946802753,68.95820457747404,3.3013880252838135,3.3492252826690674,-0.028690693899989128,0.029738131910562515,0.4183756113052368,0.6139828562736511,19.731596889466434,36.67760357878072,-133.54142710474477,49.43785519375234,-12.275371253179307,13.898097473288496
pi_0,upstream,3.35,3.4000000000000004,20,-0.6751708602905274,0.6311713218688966,-51.391712768104526,-17.694465648753454,-339.2223833174371,175.08900337306878,28.190519799149598,67.14017214495672,-129.20842339718038,638.1592727213852,7.39076015079849,23.939423496657337,-0.9316952228546144,2.324358406066895,-9.968171403665059,-0.9950335164013446,1.7865179777145386,2.142451286315918,-0.005005135666579008,0.23704996705055237,-0.22865185141563416,0.6633293032646179,-29.437982134066143,-7.616332844423817,-276.32254287338606,183.44736540760184,-23.83983102427675,47.17775242758429,3.350059747695923,3.3969292640686035,-0.0020305425859987736,0.03283754363656044,0.44400903582572937,0.628285825252533,18.496256432779372,36.57086821262093,-28.93252081472852,26.67026312387733,-7.501660071067702,14.752964865324207
pi_0,upstream,3.4000000000000004,3.45,28,-0.6321194744110108,0.7863979721069336,-67.74071652773009,-30.72519616995216,-400.345937445178,-45.38439063834906,20.941947391527716,83.62755212207216,25.68358424166104,836.3946397198466,3.9437247838409952,25.59663302051424,-0.9524176597595215,2.595849533081055,-12.491436446545247,-2.9571147914358513,1.803719401359558,2.4056954383850098,0.01847022958099842,0.26757022738456726,-0.007548334077000618,1.017124891281128,-26.784180433949388,-7.715431205317886,-190.88611077228438,144.41241082925043,-18.735850931126958,43.93747653438439,3.4008734226226807,3.449502468109131,-0.02709365449845791,0.03290417790412903,0.46881911158561707,0.6470336318016052,18.31931184459373,36.4258086550282,-18.054129750067986,49.63787045340699,-8.78412636611566,13.893352369760354
pi_0,upstream,3.45,3.5,26,-0.6425351333618164,0.8889648056030274,-70.38473056676622,-37.621037118267076,-379.65822335493647,-27.72605327521039,31.315997287874506,100.4475213306322,327.79252619428433,941.8051677467068,-6.190556939031995,23.403777430207683,-0.9090403652191162,2.7254164505004885,-13.866044919459256,-0.7557302099697382,1.8767273426055908,2.4148061275482178,0.041590820997953415,0.3078095614910126,0.052971769124269485,1.1922763586044312,-35.513910098939796,-13.397655113600962,-296.92425122159875,97.02971516052533,-19.704166849759666,35.31016555599832,3.452739953994751,3.4991371631622314,-0.024454453960061073,0.04200711101293564,0.465728759765625,0.6664240956306458,17.285128996700003,36.843423496355705,-23.0834422152112,22.82809217799569,-9.498342374717769,16.64321107913446
pi_0,upstream,3.5,3.5500000000000003,25,-0.6560814380645753,0.8641811275482179,-71.36497882587894,-46.83053293093752,-356.29037035513863,-17.638483710768735,73.66149333051233,114.00740026721013,402.4261671795538,898.3734701354565,-11.315057797167059,22.15273135377988,-0.732955026626587,2.7026028442382817,-14.681064054885976,-3.209237834257795,1.9517168998718262,2.309252977371216,0.05246873199939728,0.3456048369407654,-0.002808096818625927,1.1149954795837402,-50.47140624914784,-11.571810652220446,-369.91487654164325,25.70509762999929,-24.743746796772704,25.624506520435016,3.5003600120544434,3.549561023712158,-0.020793665200471878,0.0436130091547966,0.4810131788253784,0.679241955280304,16.249604016634372,38.05891371576742,-29.050071785439023,15.079479913689882,-9.557300957292814,15.262204112798303
pi_0,upstream,3.5500000000000003,3.6,17,-0.4214856147766114,0.5355809164047242,-68.6518637630098,-57.053003854128804,-217.53540521540978,-61.674477186194096,60.86924569437378,120.31329045615436,477.8314556164945,889.3822637535651,-9.780590883329518,19.702213435822685,-0.7678629016876222,2.4603970336914065,-13.280662190508409,-4.039937483271947,1.8643659353256226,2.2673697471618652,0.07123167812824249,0.3161590099334717,-0.005812329705804586,0.7083402276039124,-62.27734383328527,-17.175572762413,-291.4503190546971,-66.72554551139109,-21.820861256566833,23.188719335983194,3.550556182861328,3.5976216793060303,-0.01547477301210165,0.04864344000816345,0.4983510673046112,0.6509529948234558,17.854553330067503,37.90651170481693,-32.11386242067496,46.330675781813895,-8.289493581889953,15.963430537868259
pi_0,upstream,3.6,3.6500000000000004,4,-0.03596204221248627,0.5003049755096436,-70.08888775305628,-64.56348328056941,-156.3334131952405,-36.16682154207966,94.43324606830166,116.2951038278142,398.86548028219937,671.8651634451309,-14.905981950022154,7.4871567855948635,-0.3106502676010132,2.1376539993286134,-10.959776504982347,-7.065167305471642,1.803001046180725,2.0753870010375977,0.09690254926681519,0.2228209376335144,0.06345107406377792,0.49320727586746216,-47.05826851333867,-25.578141488801677,-257.60216915091837,-169.65408524670625,-21.046380983937212,7.4496096343310985,3.606609344482422,3.634446859359741,0.00724836066365242,0.02570175752043724,0.5022062063217163,0.6494115591049194,23.1078823396088,37.93614448053103,-21.588979749339487,30.584856273075907,-6.999642323757286,13.260840935168815
