proposer,phase,x_left_m,x_right_m,count,frontwheel_tangent_mps_min,frontwheel_tangent_mps_max,hip_deg_min,hip_deg_max,hip_rate_degps_min,hip_rate_degps_max,knee_deg_min,knee_deg_max,knee_rate_degps_min,knee_rate_degps_max,pitch_deg_min,pitch_deg_max,rearwheel_tangent_mps_min,rearwheel_tangent_mps_max,roll_deg_min,roll_deg_max,root_vx_mps_min,root_vx_mps_max,root_vy_mps_min,root_vy_mps_max,root_vz_mps_min,root_vz_mps_max,root_wx_degps_min,root_wx_degps_max,root_wy_degps_min,root_wy_degps_max,root_wz_degps_min,root_wz_degps_max,root_x_m_min,root_x_m_max,root_y_m_min,root_y_m_max,root_z_m_min,root_z_m_max,steering_deg_min,steering_deg_max,steering_rate_degps_min,steering_rate_degps_max,yaw_deg_min,yaw_deg_max
pi_0,downstream,3.25,3.3000000000000003,2,-0.04217900276184083,-0.0023393217846751214,-23.423952758545724,-21.492481129198254,23.488977866991537,72.91621723922638,40.70582717010622,43.880779134084115,34.036355766358454,47.96466876714521,18.12251944786523,18.596777531340507,0.9879362964630128,1.3547926902770997,-4.944991585406172,-4.402652063105827,1.6448771953582764,1.6570258140563965,0.07619716972112656,0.078443244099617,-0.0734167993068695,-0.062033552676439285,-11.785669851549068,-11.285040037275582,-62.370671538104325,-27.758824522848112,38.10841892687167,39.57356280573111,3.291531562805176,3.2917635440826416,0.01028634887188673,0.012063165195286274,0.5040693283081055,0.5056470632553101,30.82528917714411,30.928807524204824,10.527989553634185,14.508860297217629,5.78685386153586,6.699175578214658
pi_0,downstream,3.3000000000000003,3.35,10,-0.2166849160194397,0.04593672811985016,-28.910893020721673,-16.48300182585746,-35.18174092412915,79.36055536264678,39.696362776818766,56.300334083066325,72.04583257291331,221.38308300130976,12.556939199977814,18.800315513424007,0.9256994247436524,1.516123085021973,-9.331507327144633,-0.9040152678642689,1.7086241245269775,1.778689980506897,0.04077517241239548,0.16241589188575745,-0.1698867231607437,-0.061307959258556366,-20.007340163996314,-8.29510679885593,-103.78790730649698,-32.938846819574955,-4.5125958478270585,62.93336984268666,3.32720685005188,3.3390557765960693,-0.0027168358210474253,0.03308570384979248,0.5051762461662292,0.5139795541763306,26.819200521371336,34.132876584614486,1.9495891330077528,39.27225584068517,-2.704064188782267,15.296652893650855
pi_0,downstream,3.35,3.4000000000000004,5,-0.5304306983947754,-0.0008253576885908843,-29.74303204277725,-26.44803267394721,-482.02180399305405,-35.76239921113403,48.07681022803307,57.1424281058372,-84.828162774377,455.5945453394674,16.081100980586523,19.591839781181953,-0.2617136836051941,1.6796157455444338,-6.15887590751417,-3.5304809590781554,1.4720300436019897,2.013551950454712,0.07268287241458893,0.13993288576602936,-0.18106894195079803,-0.03786551579833031,-16.800467310932362,-10.987258303615013,-148.05143999638486,427.3754002175063,28.902966586189873,44.85675852496558,3.3575427532196045,3.397108316421509,0.0008851556340232491,0.021310100331902504,0.506474494934082,0.5298030972480774,25.892685360459105,31.931670539659457,9.616108926792354,51.63318044583199,7.229185389095439,10.924305703934701
pi_0,downstream,3.4000000000000004,3.45,29,-0.7440312480926514,0.19731489658355714,-47.38815982006112,-23.311625175002987,-502.3639105112929,-23.447878911208278,52.2129200723935,84.76360382634203,-187.36033980196714,665.1189582811527,12.836761730753986,24.96165625638234,-0.6978743839263917,2.1509022331237797,-10.680850881348418,-0.4825500209349734,1.4400651454925537,2.1632473468780518,0.06678586453199387,0.2357521802186966,-0.34082987904548645,-0.014964412897825241,-24.682351933870752,-8.292419973191176,-229.838433722057,468.0064743822413,-4.564432714759223,55.33357886265897,3.401536464691162,3.4490346908569336,0.0009303647675551474,0.04116595908999443,0.49564656615257263,0.5251315832138062,12.528063603005265,33.25916903127021,-15.109532746037937,138.29357220091617,-2.89321773323181,17.70490863627889
pi_0,downstream,3.45,3.5,17,-0.48421865940094,0.2952210092544556,-55.9360664342512,-35.215833813371276,-389.2662777811501,-47.74420392111554,67.2818507589103,97.39322465834258,99.7196144104056,710.4379737638609,14.462801641584026,27.021564624235577,-0.8717572689056398,1.9262340736389163,-11.285819773521506,-0.7097579219781801,1.6312928199768066,2.196870803833008,0.08467281609773636,0.29655584692955017,-0.7048616409301758,-0.0072973063215613365,-27.238676589247667,-11.185406360305315,-236.46827978333494,200.53114384266445,-0.05984259569136094,46.29745032659637,3.4509992599487305,3.4973320960998535,0.007420104928314686,0.04659426584839821,0.49898797273635864,0.535348653793335,11.185306468788703,32.128584893430926,7.660181805121653,129.99106745341547,-3.27155622859975,17.448400417526084
pi_0,downstream,3.5,3.5500000000000003,12,-0.17827973127365113,0.21753987550735476,-59.97535834712671,-52.44361654179985,-257.2326012753073,-40.2140535498653,89.24885245050602,112.45330683478963,206.42174486969358,655.5348368377907,17.82507020547882,22.671199017730274,-0.7957794284820557,1.4986583328247072,-8.016042299561517,-0.38879418507967406,1.8342458009719849,2.186842679977417,0.1737286001443863,0.29374074935913086,-0.6246276497840881,-0.08657369017601013,-29.856013616933016,-15.154774211552809,-182.02085307868802,95.13288283555357,14.622868107296188,36.86947383785014,3.5252795219421387,3.5456342697143555,0.015454594045877457,0.052556704729795456,0.499466210603714,0.5265994071960449,6.769183201006666,28.42222713655311,-5.567584732593112,84.88337119343821,7.0414280382174015,20.364327074271753
pi_0,downstream,3.5500000000000003,3.6,30,-0.40221007347106935,0.08966365933418274,-65.59362607156908,-52.57089711698304,-294.2990816744827,-40.198190435517944,102.9184378855327,125.27734900151458,175.53457759376374,667.907970406079,9.047315437391758,21.428918244078943,-0.7681972885131837,2.4247721862792972,-15.673959126420236,-0.5204474492864741,1.7077445983886719,2.243631601333618,0.10546599328517914,0.3188856840133667,-0.9896852970123291,-0.044678252190351486,-55.47581413702989,-15.75194960351807,-119.92168839028086,141.07041292874155,-8.823440714176634,33.489616198771856,3.5571022033691406,3.598970413208008,0.016202453523874283,0.06531831622123718,0.455173134803772,0.6182395219802856,3.042147900190285,39.05389127782527,-30.370429314272528,111.88415400144163,-9.5264298092194,21.092389536544683
pi_0,downstream,3.6,3.6500000000000004,41,-0.6913325786590577,0.6991406345367432,-72.42617848703465,-58.02517541454799,-248.39605769698164,0.2979838912517462,109.40254820049007,131.6995846327808,-57.90008733008837,616.0489668308135,-17.98709221704697,21.769992386664224,-0.8342959308624268,2.4966467285156253,-16.892298221159418,-0.7218762057854855,1.8546230792999268,2.1764731407165527,-0.06284702569246292,0.26786643266677856,-1.151065468788147,-0.058056432753801346,-73.52066166001583,-19.49234219303006,-201.738612004896,56.78377828761441,-19.824639433887643,32.98884038920486,3.6025402545928955,3.6484060287475586,-0.01487590093165636,0.07121077179908752,0.4378965198993683,0.6774700880050659,2.11144754086413,38.77071504993113,-52.607626459244784,127.27621752249715,-9.533951130292406,21.791765936017665
pi_0,downstream,3.6500000000000004,3.7,54,-0.6883068084716798,0.4869609117507935,-72.54335038224622,-61.8101588940564,-158.37073568125024,24.800456149904026,104.5128021132996,138.38434541498563,-596.176558761418,440.1976050633445,-18.776695823983705,23.547161612232337,-0.8546817111968995,2.2317140960693362,-17.735574006398256,-0.9798478318890472,1.749000906944275,2.392462730407715,-0.21549734473228455,0.27204370498657227,-1.7264169454574585,-0.27823606133461,-82.29332930922352,-18.787992595250834,-177.61561329046157,107.11884713073962,-20.075455933041557,32.82010398085428,3.6500802040100098,3.699460506439209,-0.019374581053853035,0.06853650510311127,0.4138696789741516,0.6638937592506409,-9.9578898853125,37.02063616946627,-178.28741703684568,97.37706443076632,-6.820864508698048,23.17153502131648
pi_0,downstream,3.7,3.75,58,-0.512221736907959,0.46769024372100837,-72.12351231434387,-64.21931687848164,-140.3888010307093,47.89340598843989,86.12548890532922,140.51466775673427,-1195.5153311840118,404.3355055808958,-21.910868964926326,19.828044366258315,-0.8893306350708009,2.3719084930419925,-21.661671350574206,-1.3617274560928792,1.7005451917648315,2.5260560512542725,-0.3122125267982483,0.1985577940940857,-2.0831358432769775,-0.15553487837314606,-88.63710655749382,-19.105007287840515,-220.02811007376263,375.840092967386,-18.753916781481642,32.9478558390902,3.700951337814331,3.7492077350616455,-0.022383177652955055,0.08351926505565643,0.34302079677581787,0.6250715851783752,-12.18104815825995,39.67701968108929,-36.08757085714,78.55758466344173,-9.702607627105069,23.86245775289034
