arm,candidate_index,candidate_id,state_sha256,phase,root_cell,root_x_m,root_y_m,root_z_m,root_vx_mps,root_vy_mps,root_vz_mps,roll_deg,pitch_deg,yaw_deg,root_wx_degps,root_wy_degps,root_wz_degps,steering_deg,hip_deg,knee_deg,steering_rate_degps,hip_rate_degps,knee_rate_degps,rearwheel_tangent_mps,frontwheel_tangent_mps,label,novel_positive
pi_6,10,pi6_causal_upstream_000010,161f8dbb65f054ca1a25411ed0167d59766d9bc462288226beb511ea3f001827,upstream,1b92ecde5f1632ed30cb2db2d50c4b431e736e80aacf63bb4ccc3cc36aea5840,3.3074848651885986,0.005615434609353542,0.4977733790874481,1.864495038986206,0.03605244308710098,0.37572503089904785,-3.4600594148424046,-1.5349173496687212,-11.109449192027915,-1.131130873138004,-248.18333828547077,-58.6898279528711,35.93840635585609,-11.140744607096247,16.061654286148546,-9.829019583599992,272.1823554060911,-23.693067334486106,2.1831422233581543,0.27407509803771973,1,True
pi_6,11,pi6_causal_upstream_000011,22171f499b06a62ea6bcf00160283c27c96ddf20b4c6043b5512210905a01ce2,upstream,24442ec53d7ae3466679f911d5d8dc11c8194a72e9e3e76ec3611f9535c4a4ad,3.345445394515991,0.006435486953705549,0.5082204341888428,1.892773985862732,0.039285808801651,0.42901578545570374,-3.454681453559689,-4.960622579162387,-12.080178201036968,-3.4937006708431135,-208.93250874821192,-59.25817482389703,36.64432006695525,-10.064891628849919,20.388410078169663,-4.243781800210159,153.21619682031672,116.058588037235,2.1352249717712404,0.23837374687194826,1,True
pi_6,12,pi6_causal_upstream_000012,f5c8f50c25a59a8e837035b8a9bf7c7bfc769a9ad9ff175a07e3906e510ae051,upstream,684f2e91564f7f83feae3a7fceed7f267dbb1b6e9e694da66f11a948cbd51170,3.3834471702575684,0.007388624362647533,0.5193167328834534,1.8901586532592773,0.04589534178376198,0.44132453203201294,-3.4302089335627977,-7.472090722328179,-13.087767985724037,-4.676499897339854,-158.68114045827065,-57.06509328895973,37.23641550572531,-11.005868861556005,26.444942013347777,0.4719757833231072,50.29094923618152,195.16794270258706,2.0738624191284183,0.19184397697448732,1,True
pi_6,13,pi6_causal_upstream_000013,bceacbf5773f9ea6bd9b970864e70ee828bd0e31548b431804c33f08cb6f7e0a,upstream,6aeb91510c4e7ce4d970d2088bc5cb41a1d2f26109ae1650e636527b9824b328,3.458095073699951,0.009819814935326576,0.5387746691703796,1.8540226221084595,0.05966242030262947,0.29041150212287903,-3.310460152682626,-10.133520058057117,-15.054976166893034,-4.134174766391202,-90.27879716601974,-50.0291549154841,36.62042806523854,-16.24081014807798,39.21792851602689,16.431993973135807,-51.716939055623854,222.00501270637443,1.9902151107788089,0.11848065733909607,1,True
pi_6,14,pi6_causal_upstream_000014,c81e7cf006a550644a1d5aedf78d185b4af0264b585d94524c2f6f629725b136,upstream,6ad382f1766e5af1d8f5d0a8a6b4b41e0490ed8a92d37c66cc9b65198fabbb49,3.494234323501587,0.011536143720149994,0.5475577712059021,1.8118696212768555,0.0794723853468895,0.271282821893692,-3.2051251068104194,-9.396581710256765,-16.017584930238,-1.7627061926929182,-5.75693721317973,-44.13437722777752,37.08150681534943,-21.868059571278913,46.31284898808016,9.094593247810616,-183.5907857197938,267.6963691214968,1.8869338417053225,0.03889862060546875,1,True
pi_6,15,pi6_causal_upstream_000015,6e315c298978de56ea131549cc9703b2d7485068bdb7a6e0ead1865c7187fbf8,upstream,7cccd8d57934b96f046865f38fc485cde8db7b835520058e3e5335f3e125a01b,3.529470682144165,0.01372252032160759,0.5565248727798462,1.7734599113464355,0.10279501974582672,0.30365443229675293,-3.0754551099404854,-7.146586561718073,-16.944303583506237,1.338646427553272,67.98747077187514,-38.57686062090783,37.20936454151748,-29.933239150783766,54.30360341129397,11.926370894677685,-318.85852947688096,341.8408592791666,1.7968133544921876,-0.030865148603916173,1,True
pi_6,16,pi6_causal_upstream_000016,fc5126b15b9f91c1871308de9e3d56d55dde21af388641f504c4c35c9c56ee2b,upstream,5d955b95f23f91d3e8f910d639a653de8852553f22fe5ca59282a16fdd8e4762,3.599135637283325,0.019196422770619392,0.5800988078117371,1.7961782217025757,0.12211765348911285,0.5224053263664246,-2.7865861481864407,-2.899501347846672,-18.52139423364555,6.236823742943886,-59.98985883873464,-32.596152323253314,36.712188241643084,-49.68635113613574,76.97663492720473,13.099663351623414,-331.61650322376437,640.0207997985372,1.953156719207764,0.09395785808563234,1,True
pi_6,17,pi6_causal_upstream_000017,bd11aaf69d682e8e66548d3f11927b5acce409e97f4ec9d8b55fd84f168de595,upstream,ed07388d180dbbcb890c48735faec2ebf497485821b6fae725e0d97fe59a6f32,3.635028600692749,0.02193089760839939,0.5958498120307922,1.8104143142700195,0.13175636529922485,0.774288535118103,-2.6302405892657394,-5.724316553725645,-19.027554104518664,5.814928934327723,-229.11301299068828,-30.725493283181056,36.83738560912941,-56.31514876337608,93.45035452598015,3.4724032872373676,-234.9873035259794,844.6862161646753,2.1598151206970218,0.25891578912734986,1,True
pi_6,18,pi6_causal_downstream_000018,b8a42da5332674ebf97f688a5f05b5a608042b9649ada2008ce9d9b4317cf481,downstream,2da4fe31b8f2427fe0d4c2d8e93d686042281d8255097df3c687f84372126a32,3.705392360687256,0.027535337954759598,0.6125301718711853,1.7663869857788086,0.12434129416942596,-0.06239410117268562,-2.2605886825218415,-13.41093299085902,-19.769301065218205,7.3506325092947975,-192.6985834308173,-23.58410532665689,38.67358634483896,-64.52393648527503,120.00429269810299,-3.0455111280262814,-121.31536116966528,477.27454931232836,2.115347080230713,0.22598905086517337,1,True
pi_6,19,pi6_causal_downstream_000019,fe6fa58d4b70526fb8e9ba11dc582358d7cfca120abc58866aebd467ff261a27,downstream,e53948893e146812a70bcf964ac2ea87ea0b585ae176c3bacc6f03a59089ee82,3.7410857677459717,0.029604261741042137,0.6006976366043091,1.8444544076919556,0.06642766296863556,-1.1453826427459717,-1.9983573145867872,-15.756695574433373,-20.115370683243594,9.98317439184624,-72.46011769702044,-20.68459610888539,34.49687444095739,-66.81529419708507,125.0980428754234,68.47149895759726,-65.16584449366201,36.53840432349586,1.9684226226806643,0.10543612480163575,1,True
pi_6,20,pi6_causal_downstream_000020,6eae891e358a56f108764bf29954676444b8f55946f430c67842245dce91f07e,downstream,2bd34c3899c53bd13368fdb25e93894c5ad145085500e524c5c34cfcd5e34e87,3.778726100921631,0.03042772226035595,0.5673708915710449,1.9612915515899658,-0.0004659877740778029,-2.2122340202331543,-1.6691346718868818,-15.419078983213012,-20.512669140616243,11.869933895339516,77.87037201029007,-17.799517373282836,32.75725599520641,-68.25429894199087,121.5132454102989,44.981983213208586,-29.505792252146026,-402.2438284494711,1.784745388031006,-0.05241517245769501,1,True
pi_6,21,pi6_causal_downstream_000021,3aef5e36fe7f6100644cf47fbd3940d1d521846dcca11783877174396604f27c,downstream,fa9f974257a1434a2a0cb6baebb79f69f100d512a646bd279a68d55e9de97115,3.8582940101623535,0.02973158471286297,0.4578457772731781,1.9069406986236572,0.02400355413556099,-2.411564826965332,-1.0018365718266604,-7.758182446603877,-21.358483005329468,13.188819518406882,82.72267500045054,-19.797658479118798,29.68727037839327,-69.11215704136612,95.87988696469954,37.87933096701486,6.258128810512448,-380.0904377256149,1.7787755584716798,-0.06868456602096558,1,True
pi_6,22,pi6_causal_downstream_000022,d172f69644153d2417e828fc0ff98e25974fed4ad724ab9b372c4c0bdc4b5ad7,downstream,a3840d0f95db5b5600eeccc14beeea79cd2a81fe3defd157c839624f0484f88d,3.8955986499786377,0.03062349185347557,0.4142995774745941,1.8544087409973145,0.05048255994915962,-2.07688045501709,-0.6736149840588256,-8.511932615407117,-21.781666452458154,14.08509657808982,-127.37147134066214,-24.10903951531822,25.51820828638211,-68.3656241952729,93.01060645664722,78.46726224185748,72.10763895471277,7.417399315978964,2.035458335876465,0.15153003692626954,1,True
pi_6,23,pi6_causal_downstream_000023,92e459945a879edeb24db5de0596fbc665e1aa0d71c1bcd7b6ca2da0c73c256b,downstream,0c716e0fec9383f12294e7210acd996df904f6005c12a51ae33601caeefbc3ab,3.9324147701263428,0.031744878739118576,0.3681658208370209,1.8581098318099976,0.04919127747416496,-2.4779419898986816,-0.3243729502075118,-8.913341062163518,-22.218905115966123,14.631077994678543,1.162787412558838,-21.885292138554856,24.128490186527124,-68.23184811018903,90.49476774757555,42.20458924006046,10.792986379278695,-182.31123174106193,1.8784311103820803,0.006060743480920792,1,True
pi_6,24,pi6_causal_downstream_000024,d4e50e7707e302453531cb043c571f1cbc0008980acb514e503354d69c2a9032,downstream,e0b01286faae8ee7590dd52693c227229c88d590d8e0a9b3b97ddb7dd773cc49,4.001377582550049,0.03332829475402832,0.2817789912223816,1.475637674331665,-0.1892770677804947,-0.7417359948158264,-0.30182226239277715,-7.0612139524419275,-22.225637574605592,-78.41285978511833,472.747062798337,104.3389464781661,9.445188565454663,-73.65885004730353,89.2239632411705,88.39740106857222,-757.7841347507157,-21.179962408629734,0.6297389125823976,-0.600410737991333,1,True
