resolution_scale,policy,root_cell_count,full_cell_count
0.5,pi_0,616,616
0.5,pi_1,629,629
0.5,pi_2,627,627
0.5,pi_3,620,620
0.5,pi_4,630,630
0.5,pi_5,629,629
0.5,union,630,630
1.0,pi_0,616,616
1.0,pi_1,629,629
1.0,pi_2,627,627
1.0,pi_3,620,620
1.0,pi_4,630,630
1.0,pi_5,629,629
1.0,union,630,630
2.0,pi_0,616,616
2.0,pi_1,629,629
2.0,pi_2,627,627
2.0,pi_3,620,620
2.0,pi_4,630,630
2.0,pi_5,629,629
2.0,union,630,630
